Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Alll bids are Admitted,Arnab Ghosh,21-Jun-2022 03:23 PM,,1,150404,Adree Energy Systems Private Limited,14-Jun-2022 10:20 AM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,Assam Power Distribution Company Ltd||CGM (NRE),2022_APDCL_25749_1,APDCL/CGM/NRE-47/2021-22/49,"Design, supply, erection, testing and commissioning including warranty, Operation and Maintenance of GCRT Solar PV in Residential sector under MNRE scheme in Assam",1.0,150195.0,M/S. R.D. ELECTRICAL ENTERPRISE,INR,3193705.51,CGM(NRE),Internal,,Bhaskarjyoti Das,02-Nov-2022 04:10 PM,finsummary_39798.pdf (923.38 KB),02-Nov-2022,INR 55047894,365.0,Bhaskarjyoti Das,02-Nov-2022 04:46 PM,Merged_LOAs_compressed.pdf (23945.00 KB),Finance,Admitted,Arnab Ghosh,02-Nov-2022 12:45 PM,,BOQ Comparative Chart,CGM(NRE),Internal,,Bhaskarjyoti Das,28-Jun-2022 05:19 PM,29-Jun-2022 12:30 PM,techsummary_39798.pdf (1631.92 KB),AOC,Chief General Manager(NRE),"O/o The CGM(NRE),APDCL, Annex building, Bijulee Bhawan, Paltanbazar, Guwahati",1.0,SBI Bank,1.0,Date Corrigendum,Date,,1.0,Technical,.rar,Technical Document,"Design, supply, erection, testing and commissioning including warranty, Operation and Maintenance of GCRT Solar PV in Residential sector under MNRE scheme in Assam","Design, supply, erection, testing and commissioning including warranty, Comprehensive operation and maintenance of Grid-Connected Rooftop Solar Plant of various capacities in Residential sector under MNRE scheme in Assam",Please refer Tender documents. ,NA ,"8,81,08,512",Electrical Works,NA ,Tender,180.0,365.0,Paltanbazar,781008.0,"O/o The CGM(NRE),APDCL ","O/o The CGM(NRE),APDCL, Annex building, Bijulee Bhawan, Paltanbazar, Guwahati  ",06-Jun-2022 12:00 PM ,"O/o The CGM(NRE),APDCL",No ,No,"88,125",Yes,fixed,,Nil,Nil,Assam Power Distribution Company Ltd||CGM (NRE),APDCL/CGM/NRE-47/2021-22/49,2022_APDCL_25749_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,27-May-2022 05:00 PM,21-Jun-2022 02:00 PM,27-May-2022 05:00 PM,21-Jun-2022 02:00 PM,NA ,NA ,27-May-2022 05:00 PM,21-Jun-2022 02:00 PM,29-Jun-2022 12:30 PM,"1,062",Nil,Nil,Yes,AOC
,,,,,2,150418,Better Power Services Pvt. Ltd.,14-Jun-2022 01:27 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,2.0,150341.0,SINGHI INFRAPOWER PROJECTS PRIVATE LIMITED,INR,3443777.65,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Amendment,Other,,2.0,Price Bd schedule,.xls,Price Bid schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3,150175,Bluearth Energy Private Limited,13-Jun-2022 04:55 PM,Rejected-Finance,Non responsive.,02-Nov-2022 04:10 PM,,,,,3.0,150360.0,M/S S and B Electricals,INR,4225417.53,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,151295,Buildtech Engineers,20-Jun-2022 08:08 PM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,4.0,150398.0,HANUMAN ENTERPRISE,INR,1760890.64,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,150400,Chandrajyoti Electrical Construction,14-Jun-2022 06:31 AM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,5.0,150400.0,Chandrajyoti Electrical Construction,INR,1760890.64,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,150363,Darius Diadem LLP,14-Jun-2022 01:00 PM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,6.0,150403.0,M/S KRISHTI SIKHA ELECTRICAL ENTERPRISE,INR,2858545.76,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,150417,DIPANKAR RABHA,14-Jun-2022 11:47 AM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,7.0,150404.0,Adree Energy Systems Private Limited,INR,1858478.7,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,150371,D J ENGINEERING,13-Jun-2022 07:06 PM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,8.0,150418.0,Better Power Services Pvt. Ltd.,INR,33431133.75,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,150396,ELECTRON AXOM ELECTRICAL & SOLAR POWER SOLUTIONS,14-Jun-2022 01:54 AM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,9.0,150420.0,M/S S. B. ENTERPRISE,INR,1066009.56,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,150398,HANUMAN ENTERPRISE,14-Jun-2022 04:40 AM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,10.0,150425.0,Renergy Solutions Private Limited,INR,2883153.13,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
