Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
,,,,,11,150343,JAYSHREE ELECTRICALS,13-Jun-2022 05:01 PM,Rejected-Finance,Non responsive.,02-Nov-2022 04:10 PM,,,,,11.0,150426.0,M/s Faith Enterprise,INR,2015143.7,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,12,150040,Kaushik Enterprises,13-Jun-2022 08:09 PM,Rejected-Finance,Non responsive.Not interested to work in L1 rate.,02-Nov-2022 04:10 PM,,,,,12.0,150439.0,Krishna Enterprise,INR,4225417.53,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,13,150439,Krishna Enterprise,14-Jun-2022 01:51 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,13.0,150443.0,M/S RENGANI ENTERPRISE,INR,7415362.63,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,14,150444,M/S D G Electricals,17-Jun-2022 02:38 PM,Rejected-Finance,Non responsive.Non responsive.Not interested to work in L1 rate.,02-Nov-2022 04:10 PM,,,,,14.0,150448.0,MS Ramesh Jain n sons HUF,INR,1760890.64,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,15,150426,M/s Faith Enterprise,14-Jun-2022 12:16 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,15.0,151040.0,SONJIB GOGOI,INR,1760890.64,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,16,151383,M/S J.B. ELECTRONICS,21-Jun-2022 01:24 PM,Rejected-Finance,Non responsive.Non responsive.Not interested to work in L1 rate.,02-Nov-2022 04:10 PM,,,,,16.0,151164.0,Sankalpa Associates,INR,4225417.53,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,17,150403,M/S KRISHTI SIKHA ELECTRICAL ENTERPRISE,14-Jun-2022 11:07 AM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,17.0,151306.0,TATRARI ELECTRICALS AND TRADERS,INR,4225417.53,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,18,151381,M/S MEDHI ENTERPRISE,21-Jun-2022 01:45 PM,Rejected-Finance,Non responsive.Non responsive.Not interested to work in L1 rate.,02-Nov-2022 04:10 PM,,,,,18.0,151309.0,M/S PRADIP KUMAR RAI,INR,3027351.18,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,19,150395,M/s M M Enterprise,14-Jun-2022 11:42 AM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,20,150432,M/S P.D. ELECTRICALS,14-Jun-2022 12:53 PM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,21,151309,M/S PRADIP KUMAR RAI,21-Jun-2022 12:37 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,22,150448,MS Ramesh Jain n sons HUF,14-Jun-2022 01:54 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,23,150397,M/S RASHMI ENTERPRISE,14-Jun-2022 12:46 PM,Rejected-Finance,Non responsive.Non responsive.Not interested to work in L1 rate.,02-Nov-2022 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,24,150438,M/S R.B ELECTRICALS,14-Jun-2022 01:15 PM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,25,150195,M/S. R.D. ELECTRICAL ENTERPRISE,14-Jun-2022 01:46 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,26,150443,M/S RENGANI ENTERPRISE,14-Jun-2022 01:52 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,27,151373,M/S R.S. ENTERPRISE,21-Jun-2022 01:11 PM,Rejected-Finance,Non responsive.Non responsive.Not interested to work in L1 rate.,02-Nov-2022 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,28,150360,M/S S and B Electricals,13-Jun-2022 07:37 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,29,150420,M/S S. B. ENTERPRISE,14-Jun-2022 12:00 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,30,150399,R B ELECTRICALS,14-Jun-2022 05:31 AM,Rejected-Finance,Non responsive.Non responsive.Not interested to work in L1 rate.,02-Nov-2022 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,31,150425,Renergy Solutions Private Limited,14-Jun-2022 12:17 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,32,151164,Sankalpa Associates,18-Jun-2022 06:15 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,33,150341,SINGHI INFRAPOWER PROJECTS PRIVATE LIMITED,13-Jun-2022 04:11 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,34,151040,SONJIB GOGOI,17-Jun-2022 02:22 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,35,150358,Sunfeed Ecosolutions India Pvt Ltd,14-Jun-2022 12:24 PM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,36,150660,Susconnect Private Limited,15-Jun-2022 04:48 PM,Rejected-Technical,Non Responsive,28-Jun-2022 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,37,151306,TATRARI ELECTRICALS AND TRADERS,21-Jun-2022 01:30 PM,Accepted-AOC,Responsive,02-Nov-2022 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
