Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_8_MM_2014_15_T_9893_99,2020_PHED_18618_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Not Applicable,No,No,No,10-Sep-2020 10:00 AM,01-Oct-2020 03:00 PM,10-Sep-2020 10:00 AM,30-Sep-2020 04:00 PM,NA ,NA ,10-Sep-2020 11:00 AM,30-Sep-2020 04:00 PM,14-Oct-2020 12:00 PM,1.0,Corrigendum No. 02,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,Technical Documents as prescribed in the RFP Document,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,Pkg 04 Fixation of Rates for different items of the PWSS to be executed under JJM Assam,Pkg 04 Fixation of Rates for different items of the Piped Water Supply Schemes to be executed under Jal Jeevan Mission Assam,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Tender,90.0,365.0,Guwahati,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,CE PHE Water Assam,"Hengrabari, Guwahati-36",AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2020_PHED_18618_4,PHE_8_MM_2014_15_T_9893_99,Pkg 04 Fixation of Rates for different items of the PWSS to be executed under JJM Assam,1,90785,AARVEE ELECTRICALS,27-Sep-2020 02:08 PM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,90894,ABBAS UDDIN CHOUDHURY,27-Sep-2020 03:50 PM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,91604,ABDUL HAMID,28-Sep-2020 05:42 PM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,91520,ABDUL JALIL,28-Sep-2020 04:43 PM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,88759,Abdullah Barbhuiya,25-Sep-2020 04:09 PM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,90009,ABDUL LATIF BARBHUIYA,26-Sep-2020 11:48 AM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,90782,ABHINAB ENTERPRISES,27-Sep-2020 01:57 PM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,90425,ABUL FAZAL MAZUMDER,26-Sep-2020 07:26 PM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,93518,Abul Hussain Choudhury,30-Sep-2020 03:52 PM,Rejected-Technical,Technically Non Responsive,13-Oct-2020 05:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,90087,AFJAL HUSSAIN BARBHUIYA,26-Sep-2020 01:23 PM,Accepted-AOC,Awarded,20-Mar-2021 01:26 PM,AOC
