Date,object_id,revenue_ci,District,Number of damages
2023-06-11,251,Gohpur,BISWANATH,1
2023-07-16,250,Halem,BISWANATH,1
2023-07-17,251,Gohpur,BISWANATH,1
2023-06-20,250,Halem,BISWANATH,1
2023-06-16,250,Halem,BISWANATH,2
2023-06-16,251,Gohpur,BISWANATH,1
2023-06-27,251,Gohpur,BISWANATH,1
2023-06-27,250,Halem,BISWANATH,1
2023-06-22,250,Halem,BISWANATH,1
2023-06-22,251,Gohpur,BISWANATH,4
2023-06-12,251,Gohpur,BISWANATH,6
2023-06-26,239,Sipajhar,DARRANG,1
2023-06-12,269,Mangaldoi,DARRANG,1
2023-06-23,239,Sipajhar,DARRANG,1
2023-06-17,270,Dalgaon,DARRANG,1
2023-06-21,238,Patharighat,DARRANG,3
2023-06-21,270,Dalgaon,DARRANG,1
2023-06-19,238,Patharighat,DARRANG,2
2023-06-19,270,Dalgaon,DARRANG,1
2023-06-19,239,Sipajhar,DARRANG,1
2023-06-20,238,Patharighat,DARRANG,9
2023-06-22,269,Mangaldoi,DARRANG,6
2023-06-22,238,Patharighat,DARRANG,1
2023-06-22,270,Dalgaon,DARRANG,1
2023-06-13,141,Narayanpur,LAKHIMPUR,1
2023-07-15,141,Narayanpur,LAKHIMPUR,1
2023-07-13,143,Nowboicha,LAKHIMPUR,1
2023-07-12,142,Bihpuria,LAKHIMPUR,1
2023-07-14,143,Nowboicha,LAKHIMPUR,1
2023-06-19,147,Subansiri,LAKHIMPUR,2
2023-06-14,143,Nowboicha,LAKHIMPUR,2
2023-06-21,143,Nowboicha,LAKHIMPUR,2
2023-07-08,142,Bihpuria,LAKHIMPUR,1
2023-07-08,141,Narayanpur,LAKHIMPUR,1
2023-06-18,143,Nowboicha,LAKHIMPUR,2
2023-07-09,142,Bihpuria,LAKHIMPUR,1
2023-07-09,143,Nowboicha,LAKHIMPUR,1
2023-07-06,142,Bihpuria,LAKHIMPUR,1
2023-07-06,141,Narayanpur,LAKHIMPUR,2
2023-06-16,147,Subansiri,LAKHIMPUR,1
2023-06-16,141,Narayanpur,LAKHIMPUR,1
2023-06-16,142,Bihpuria,LAKHIMPUR,1
2023-06-15,147,Subansiri,LAKHIMPUR,2
2023-06-15,143,Nowboicha,LAKHIMPUR,2
2023-06-22,147,Subansiri,LAKHIMPUR,6
2023-07-13,150,Dhemaji,DHEMAJI,1
2023-06-23,152,Jonai,DHEMAJI,1
2023-06-18,152,Jonai,DHEMAJI,1
2023-07-16,152,Jonai,DHEMAJI,1
2023-06-14,150,Dhemaji,DHEMAJI,2
2023-06-19,150,Dhemaji,DHEMAJI,2
2023-07-18,150,Dhemaji,DHEMAJI,2
2023-07-18,151,Sissiborgaon,DHEMAJI,1
2023-07-08,151,Sissiborgaon,DHEMAJI,2
2023-07-08,153,Gogamukh,DHEMAJI,1
2023-07-07,151,Sissiborgaon,DHEMAJI,3
2023-07-07,153,Gogamukh,DHEMAJI,1
2023-07-17,152,Jonai,DHEMAJI,2
2023-07-17,150,Dhemaji,DHEMAJI,1
2023-06-14,181,Haflong,DIMA HASAO,2
