Date,District,Number,Details,state,ID,assam_dist
2023-06-11,BISWANATH,1,"Gohpur - Singarajan to Sutardoloni Kutcha Road breached for about 20 ft dated 11/06/2023 | Kolmouguri Missing Village | | (Long - 26.929787, Lat - 93.692991, Dept - P&RD)",ASSAM,24,2019Bisw
2023-06-12,DARRANG,1,"Mangaldoi - Approach road Noanadi Kachia Bund FIS | Village Choto Athiabari | Due to rise of water level the approach road got inundated upto a length of Approximate. 50m. Dated 11/06/2023. | (Long - 91.990500, Lat - 26.438033, Dept - Irrigation)",ASSAM,26,2011Darr
2023-06-12,BISWANATH,6,"Gohpur - Road from Borigaon to Deonabori. (A construction ongoing Road under MMPPNA-2022-23) | Under Ghagra GP on 11/06/23 | Road is overtopped by fresh flood from Ch.200.00 m to 900.00m and in three locations i.e. at Ch.250.00 m, at Ch. 500.00 m and at Ch. about 850.00 m extensive erosion have been noticed | (Long - 93.628575, Lat - 26.906926, Dept - PWD (Roads)),  NH 15 to Gohpur Rly Station Road ( 1st Km from NH 15) | Under Gohpur Town on 11/06/23 | Road is overtopped by fresh flood for a length of about 250.00 m.( Ch. From 250.00 m to 500.00m). | (Long - 93.613828, Lat - 26.882800, Dept - PWD (Roads)),  Mornoiguri (Kalmouguri) PWD to Singarajan Road (at Ch 0.00 m to 1200.00m) | Under Kalabari GP on 11/06/23 | Flood water overtopped | (Long - 93.733003, Lat - 26.909405, Dept - PWD (Roads)),  Mornoiguri Kalmouguri Road (SOPD) ( Ch 0.00 m to 920.00m) | Under Kalabari GP | Box Culvert at Ch.550.00 has been settle down resulting crake on slab on 11/06/23 | (Long - 93.732312, Lat - 26.914872, Dept - PWD (Roads)),  Mornoiguri Kalmouguri PWD Road (PMGSY) RCC Br. No.3/1 (at Ch 2.60 Km) | Under Kalabari GP | Approach of RCC Br. has been eroded badly due to fresh flood water of Sessa on 11/06/23 River | (Long - 93.734978, Lat - 26.915655, Dept - PWD (Roads)),  NEC to Uttar Sonapur Road | Under Kalabari GP | RCC Bridge 2/1- approach of eastern end has been damaged by river water of river solengi on 11/06/23 | (Long - 93.644452, Lat - 26.932008, Dept - PWD (Roads))",ASSAM,24,2019Bisw
2023-06-13,LAKHIMPUR,1,"Narayanpur - Balikuchi Bishnupur Road at Ch 350.00m | Balikuchi | E/W of side slopes being washed of Balikuchi Bishnupur Road at Ch 350.00m as reported by PWD roads on 13/06/2023. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,15,2011Lakh
2023-06-14,LAKHIMPUR,2,"Nowboicha - Dolohat to Laluk Kachajuli PWD Road | Dighpukhuri | Erosion and over topped occurred at Dolohat Tiniali to Laluk Kachajuli PWD Road at CH:2100 M to 2700 M on 14.06.2023. Report received from PWD (Roads) | (Long - 27.177800, Lat - 93.983400, Dept - PWD (Roads)),  NH-15 to Mohghuli Barchala Road | Solmoria | Road from NH-15 to Mohghuli Borchala road is Submerged from Ch. 1600m to Ch. 3050.00m on 14.06.2023. Report received from PWD (Roads) | (Long - 27.150300, Lat - 94.003100, Dept - PWD (Roads))",ASSAM,15,2011Lakh
2023-06-14,DHEMAJI,2,"Dhemaji - PWD Deptt. Road from Jiadhal chariali to Jiadhal college road | Road from Jiadhal chariali to Jiadhal college road | Today on 14/06/2023, Road Submergence occurred on Road from Jiadhal Chariali to Jiadhal Collage (Length-45m) | (Long - 94.512166, Lat - 2.438776, Dept - PWD (Roads)),  NH-15 Road near Jiadhal Chariali | NH-15 Road near Jiadhal Chariali (Bhajugaon) | Today on 14/06/2023, Road submergence occurred at KM-404 of NH-15( Ch.403.500 to km 403.700) total length 200m. | (Long - 94.506993, Lat - 27.433456, Dept - PWD (NH Roads))",ASSAM,7,2011Dhem
2023-06-14,DIMA HASAO,2,"Haflong - NH-24 | Near Rekho Village | Date:14-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  Tlhanghoi Market Road (Kutcha Road) | In Between Tlhanghoi and Harangajao | Date:14-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,20,2011Dima
2023-06-15,LAKHIMPUR,4,"Subansiri - Champora to Keseruguri road | Champora to Keseruguri Road at 1st KM. | Road embankment is erroded on left bank Champora to Keseruguri Road at 1st KM (L= 60M) as per report submitted by PWD roads, Dhakuakhana Divn on 15/06/2023. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Sonari Chapori to Sapekhati Road | Sonari Chapori to Sapekhati Road at 2nd KM. | Road embankment is eroded on Sonari Chapori to Sapekhati Road at 2nd KM ( L= 150M) as per report submitted by PWD roads, Dhakuakhana Divn on 15/06/2023. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Nowboicha - NH-15 to Mahghuli Borchala Road | 1 No. Solmoria | water submerged from Ch 1600 mm to Ch 4500 mm reported by PWD roads , Nowboichha on 15/06/2023. | (Long - 27.149188, Lat - 94.003676, Dept - PWD (Roads)),  Pandhowa to Mohghuli Road under PMGHY | Pandhowa | Road embankment and soldier erosion and flood water overtopping from Ch. 1290 mm to Ch 1800 mm as reported by PWD roads, Nowboicha on 15/06/2023. | (Long - 27.083436, Lat - 94.035292, Dept - PWD (Roads))",ASSAM,15,2011Lakh
2023-06-16,GOALPARA,1,"Lakhipur - Lakhipur Tulsibari Road Pt-II | Takimari Tiniali Bazar to Cholakura Via Borbilla | As per report of PWD road department, Due to incessant rain fall for last 7 days, Lakhipur Tulsibari Road Pt-II (Takimari Tiniali Bazar to Cholakura Via Borbilla) From CH. 100 meter to CH. 115 meter affected length 15 meter eroded from 15.06.2023 to till date. | (Long - 90.298375, Lat - 26.050140, Dept - PWD (Roads))",ASSAM,16,2011Goal
2023-06-16,NALBARI,3,"Banekuchi - Nakerbari-Kaithalkuchi link Agree road breached 5mtr. Approx and submerged on 16/06/2023. reported by Gaon Pradhan at 8 AM. | Nakerbari | | (Long - 91.387450, Lat - 26.457048, Dept - P&RD),  Tihu - PWD road(Haribhanga- Bali-Kaithalkuchi), | Bali | Length: 70 fts, submerged and eroded on 16/06/2023 reported by GP, | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)), ROAD OF WARD NO 7,TIHU TOWN | Tihu Town | Length: 400 mts, road is near Tihu river and eroded by accessive raining.Date:16/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - Municipal Road)",ASSAM,19,2011Nalb
2023-06-16,LAKHIMPUR,3,"Subansiri - Bangkleng to Konwarbari Road | Bangkleng to Konwarbari road is eroded at 1st KM (Ch. 350 to 470 M) (L= 120M) as per report submitted by Dhakuakhana PWD Territorial Road Division on 15/06/2023. | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Narayanpur - Dhalpur Khalihamari road | Khalihamari | On 16/6/2023 due to over flow of pichala river dhalpur Khalihamari road eroded upto length of 10 m width 4 m and depth 1.4 m as per report from pwd roads | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Bihpuria - Garmur Block to Tunijan road (under PMGSY Package No. AS-15-194) | 1) Ch. 650.00m to Ch. 750.00m 2) Ch. 1455.00m to Ch. 1700.00m | Road embankment and shoulder erosion due to impact of flood water of Gabharu river as reported by AEE, PWRD, Naoboicha Territorial Road SD on 16th June 2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,15,2011Lakh
2023-06-16,UDALGURI,1,"Harisinga - Attarikhat jungle road | Attarikhat jungle basti | The suklai River has caused an sensations of the road in Attarikhat jungle basti road due to heavy rainfall. On 15.06.2023. APPROXIMATE DAMAGE 70 meters. | (Long - 91.775600, Lat - 26.717500, Dept - PWD (Roads))",ASSAM,21,2011Udal
2023-06-16,TAMULPUR,1,"Goreswar - Niz Kachula - Pukhuripar road | Village Niz Kachula | Due to incessant rain and overtopped of L/B panchayat bandh at village Tengajhar Ghotirpam supa the water entered village Niz Kachula and breach occurred on PWD road approx length 10 m. Date of occurrence 16/06/23. PWD Department is undertaking construction of bamboo footbridge for communication. | (Long - 91.692245, Lat - 26.599848, Dept - PWD (Roads))",ASSAM,34,2011Tamu
2023-06-16,BISWANATH,3,"Halem - Collegeguri road (Boro high school to Collegeguri road) | Mazgaon town part | Road is submerged by rain water due to incessant heavy rain, date- 16/06/2023 | (Long - 93.604388, Lat - 26.879729, Dept - PWD (Roads)),  Tinikunia to kawripathar road | Nalanibari | Road is over topped by flood water of river Brahmajan sporadic erosion in road embankment have been noticed. date-16/06/2023 | (Long - 93.477879, Lat - 26.908309, Dept - PWD (Roads)),  Gohpur - Borigaon to Deonabori Road | Road is over topped by flood water and sporadic erosion from Ch.300.00 m to Ch. 900.00m have been notiched. 16/06/2023 | | (Long - 93.638648, Lat - 26.908756, Dept - PWD (Roads))",ASSAM,24,2019Bisw
2023-06-17,TAMULPUR,1,"Tamulpur - Due to heavy rain & flash flood Ananda Bazar to Jamuguri via Borkajuli, Package no : AS -24- 247 have been damaged on 16 June 2023. | Ananda Bazar to Jamuguri via Borkajuli(GARUGHUTU) | | (Long - 91.544316, Lat - 26.664059, Dept - PWD (Roads))",ASSAM,34,2011Tamu
2023-06-17,KAMRUP,3,"Palashbari - 1. Jaramukhuria to Khokhapara Road under Palashbari Territorial Road Div. Mirza | 1. Jaramukhuria to Khokhapara | About 30-50 mtrs. Dated. 16/06/2023 | (Long - 25.891405, Lat - 91.428910, Dept - PWD (Roads)),  2. Palashbari-mirza to Chandubi Road under Palashbari Territorial Road Div. Mirza | Palashbari-Mirza-Chandubi | About 30-50 mtrs. Dated. 16/06/2023 | (Long - 25.913121, Lat - 91.469841, Dept - PWD (Roads)),  Rangia - Chepti-Bihdia Road | Moranjana, Rangia, Assam | Due to heavy rain showers from 13/06/2023 to 16/06/2023 the both side approaches to RCC Bridge no 2/1 on Chepti- Bihdia road has been eroded. (Approximately 200 m) | (Long - 91.652126, Lat - 26.415723, Dept - PWD (Roads))",ASSAM,30,2011Kamr
2023-06-17,GOALPARA,3,"Balijana - PANCHARATNA TO KHARMUJA ROAD | PANCHARATNA - KHARMUJA | DAMAGED REPORTED BY PWRD, GOALPARA WEST & JALESWAR TERRITORIAL ROAD DIVISION, LAKHIPUR ON 16/06/2023 VIA WHATSAPP TEXT. The Length is 100 Metre | (Long - 90.482242, Lat - 26.146440, Dept - PWD (Roads)),  KUMRI BAZAR TO DARI DURI BAZAR ROAD (PMGSY PACKAGE NO. AS.-07-305) | KUMRI BAZAR TO DARI DURI BAZAR ROAD | DAMAGED REPORTED BY PWRD, GOALPARA WEST & JALESWAR TERRITORIAL ROAD DIVISION, LAKHIPUR ON 16/06/2023 VIA WHATSAPP TEXT. The Length is 15 Metre. | (Long - 90.539875, Lat - 26.178553, Dept - PWD (Roads)),  Lakhipur - Kharubhaj to Fetengapara via Takimari Tiniali Bazar PMGSY Road. | Near Takimari Bazar | As per report of PWD Road Department, Due to incessant rainfall for last 7 days, Kharubhaj to Fetengapara via Takimari Tiniali Bazar PMGSY Road Package No. AS-07-259 from CH.2350 M to CH. 2360M & from CH. 2420 to CH. 2425 M affected length 15 meter from 15.06.2023 to till date on 17.06.2023. | (Long - 90.299667, Lat - 26.047658, Dept - PWD (Roads))",ASSAM,16,2011Goal
2023-06-17,DARRANG,1,"Dalgaon - Surface of the road damaged due to raincut at Ch.4100m and Ch.4700m | Rangagarah pathar to Ghiladhari Road | As per report received from PWD(R) due to flood & incessant rainfall the single HP Culvert washed away at Ch.6100m (approx length-15m) and surface of the road damaged due to raincut at Ch.4100m and 4700m on rangagara pathar to ghiladhari road(PMGSY Pkg No.As-16-149). dated 16.06.2023 Immediate restoration is required. | (Long - 26.598606, Lat - 92.315520, Dept - P&RD)",ASSAM,26,2011Darr
2023-06-18,TAMULPUR,6,"Goreswar - Goreswar Khoirabari Road | Village Rangmahal | As per report received from the AEE PWD Goreswar Rural road subdivision, at village Rangmahal road embankment with hardcrust got eroded approx length 4km dated 17/06/23. | (Long - 91.747726, Lat - 26.548997, Dept - PWD (Roads)),  Tamulpur - T01 to Hortola(Patkijuli paharpur Road) | Paharpur | Due to flash flood, roads from T01 to Hortola (Patkijuli paharpur Road) Package no. AS-24-189(Culvert No 3/1, 4/1 got damaged on 17 June 2023 | (Long - 91.466044, Lat - 26.783279, Dept - PWD (Roads)),  Suhagpur Banguri road | Ulubari | Due to flash flood and heavy rainfall, roads from Suhagpur Banguri Road(Package no AS-24-103)RCC BR No. 3/1 Approcha road got damaged on 17 June 2023 | (Long - 91.577636, Lat - 26.250126, Dept - PWD (Roads)),  Ikrabil Chowk to dr. Ambedkar Road | Ikrabil Nagrijuli | Due to flash flood and heavy rainfall, road got damaged from Ikrabil Chowk to dr. Ambedkar road on 17 June 2023 | (Long - 91.655479, Lat - 26.739820, Dept - PWD (Roads)),  HPC (4TW ROW) at Hastinapur via on UT Road to Bogamati SSB Camp road | Hastinapur Nagrijuli | Due to flash flood and heavy rainfall HPC (4TW ROW) at Hastinapur via on UT Road to Bogamati SSB Camp road got damaged on 17 June 2023 | (Long - 91.679061, Lat - 26.766582, Dept - PWD (Roads)),  Sapatal Hahkata Road | Sapatal | Due to heavy Rain and Flash flood Sapatal Hahkata Road (Package no AS-24-102 ) got damaged on 17 June 2023 | (Long - 91.517350, Lat - 26.583612, Dept - PWD (Roads))",ASSAM,34,2011Tamu
2023-06-18,UDALGURI,1,"Khairabari - MISHAHATKHOLA JALUKBARI ROAD | Sukuliapara (Khoirabari-Goreswar road) | Due to the rise in water of the Mora Suklai River, the water is overtopping the road surface, resulting erosion of the road embankment and road surface of length about 0.5KM (approx.), on 18.06.2023. | (Long - 91.786862, Lat - 26.569380, Dept - PWD (Roads))",ASSAM,21,2011Udal
2023-06-18,NAGAON,2,"Kampur - Road from Garukhunda to Natun Garukhunda (PMGSY Pkg No. AS-19-549) | Garukhunda to Natun Garukhunda | On dated 17.06.2023 Road from Garukhunda to Natun Garukhunda (PMGSY Pkg No. AS-19-549): Affected Length approx. L=500.00m. The road belongs to Raha Territorial Road Sub-Division | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Road from Paschim Kawoimari to Bishnupuri Than | Paschim Kawoimari to Bishnupuri Than | On dated 17.06.2023 Road from Paschim Kawoimari to Bishnupuri Than affected length approx. L=400.00 m under Kampur Revenue Circle. The road belongs to Raha Territorial Road Sub Division. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,11,2011Naga
2023-06-18,LAKHIMPUR,2,"Nowboicha - NH-15 to Haripur Balitika | Phukan Doloni | Road from NH-15 at Raj Ali to Haripur Balitika submerged from CH:1650m to CH: 6700m and breached occurred at 3520m, depth of water average 0.60 on 17.06.2023. Report received from PWD (Roads) | (Long - 27.132961, Lat - 94.001938, Dept - PWD (Roads)),  Konwarpur to Raj Ali connecting Road | Konwarpur | Konwarpur to Raj Ali connecting Road water submerged at about 40 mtr, culvert approach damaged on 17.06.2023. Report received from Nowboicha Block Dev. Office | (Long - 27.101067, Lat - 94.124534, Dept - P&RD)",ASSAM,15,2011Lakh
2023-06-18,GOALPARA,1,"Matia - Approach road of Jinari FIS | Harimura | Damaged from Ch. 130m to Ch.270 m on 17/06/2023 as reported by Dudhnoi-Goalpara East Division, Irrigation, Dudhnoi | (Long - 90.653881, Lat - 26.089609, Dept - Irrigation)",ASSAM,16,2011Goal
2023-06-18,DHEMAJI,1,"Jonai - PWRD,Territorial roads NH-515 to Seren Sonowal under SOPD-G. 100 meters damaged from Ch.1200.00M to Ch.1300.00M by Seren River on 16/6/2023. | From Ch.1200.00M to Ch.1300.00M | PWRD,Territorial roads NH-515 to Seren Sonowal under SOPD-G was partially damaged in a length of 100 meters from Ch.1200.00M to Ch.1300.00M by Seren River on 16/6/2023. | (Long - 94.540000, Lat - 27.430000, Dept - PWD (Roads))",ASSAM,7,2011Dhem
