Date,District,Number,Details,state,ID,assam_dist
2023-06-11,BISWANATH,1,"Gohpur - Kukurjan River Embankment near about 10 ft dated 11/06/2023 | Pub Bilotia villages | | (Long - 26.886123, Lat - 93.628098, Dept - Municipal Road)",ASSAM,24,2019Bisw
2023-06-12,LAKHIMPUR,1,"Nowboicha - Embankment at Pabha Nadi River near Tunijan Tea Garden | 46 No. Tunijan Village | Embankment at Pabha Nadi River breached (170.0 Mtr) near Tunijan Tea Garden on 11/06/2023 due to heavy rain. Report received from Block Development Office, Nowboicha | (Long - 27.095780, Lat - 93.555650, Dept - P&RD)",ASSAM,15,2011Lakh
2023-06-12,DARRANG,3,"Mangaldoi - Afflux Bund at Noanadi Kachia Bund FIS | Choto Athiabari village | Due to rise of water level Afflux Bund at Noanadi Kachia Bund FIS is breached with approx. length of 25m. Dated 11/06/2023 | (Long - 91.992661, Lat - 26.440664, Dept - Irrigation),  CM Dutta Bund FIS | Adhikari village | Due to rise of water level embankment breach occurred upto a approx. length 4-5m. at CM Dutta Bund FIS. Dated 11/06/2023 | (Long - 91.960690, Lat - 26.442980, Dept - Irrigation),  CM Dutta Bund FIS | Barangabari Village | Due to rise of water level embankment breach occurred upto a approx. length 4-5m. at CM Dutta Bund FIS. Dated 11/06/2023 | (Long - 91.960690, Lat - 26.442980, Dept - Irrigation)",ASSAM,26,2011Darr
2023-06-12,BISWANATH,1,"Gohpur - Dubia River Embankments is breached for a section of 20 ft | Near to the house of Amulya Charengia on 11/06/23 | | (Long - 26.900444, Lat - 93.691218, Dept - P&RD)",ASSAM,24,2019Bisw
2023-06-14,LAKHIMPUR,2,"Nowboicha - Breached occurred at Singra River RB Embankment | Chamua Gaon | Breached occurred at Singra River Embankment ( CH:1100 M of Chamuagaon area) for a length of 40 Mtr. On 14.06.2023 at 12:30 PM due to sudden slump down, heavy thrust and bank migration. Report received from water Resources Dept. | (Long - 17.156999, Lat - 94.006159, Dept - Water Resource Deptt.),  Singra River Side Bund | Philbari Basti | Singra River side bund breached at Fulbari Basti at around 60 Mtr. On 14.06.2023. Report received from Nowboicha Block Development Office | (Long - 0.000000, Lat - 0.000000, Dept - P&RD)",ASSAM,15,2011Lakh
2023-06-15,GOALPARA,1,"Matia - Dohapara Bamunpara Bandh | Bamunpara | Right Bank of Dudhnoi River, Total Breach Length = 10 m as on 15/06/2023 as reported by Water Resources Department, Goalpara | (Long - 90.753727, Lat - 26.020408, Dept - P&RD)",ASSAM,16,2011Goal
2023-06-16,LAKHIMPUR,2,"Narayanpur - Farm bundh L/S-175 m R/S-175 m | Pulinaharani | On 16/06/2023 a farm bundh breached at dihiri river near dihiri high school. L/S 175 metre and R/S 175 m | (Long - 0.000000, Lat - 0.000000, Dept - P&RD),  Farm bundh L/S-900m R/S-700m | Pulinaharani | Farm bundh breached at dihiri river both side L/S 900 m and R/S 700 m as per report from P&RD on 16/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - P&RD)",ASSAM,15,2011Lakh
2023-06-16,UDALGURI,2,"Harisinga - No. 2 Singrimari Suklai river embankment. | No 2 Singribari | Last year breach point of No.2 Singrimari (Temporary restoration at river Suklai)has been damaged due to heavy rain. On 15.06.2023. APPROXIMATE DAMAGE: 50 meters. | (Long - 91.776100, Lat - 26.711700, Dept - Water Resource Deptt.),  Kalaigaon - Embnekment at Gerua in the R/B of river Noa | Gerua | Breached on 16/06/2023. Length 40 meters, Breadth 5 meters. Due to overtopping of river Noa | (Long - 91.986521, Lat - 26.562401, Dept - P&RD)",ASSAM,21,2011Udal
2023-06-17,UDALGURI,1,"Kalaigaon - Embankment at Majarchuba in the L/B of river Noa | Majarchuba | Breached on 17/06/2023. Length 20 meters Breadth 4 meters. Due to overtopping of river Noa | (Long - 91.998531, Lat - 26.598621, Dept - P&RD)",ASSAM,21,2011Udal
2023-06-17,SONITPUR,1,"Chariduar - 1 no embankment breached on DTD 17/06/2023 at Bahbari Deka chuburi(Dekargaon) village which was constructed under MGNREGA scheme | Dekargaon | | (Long - 92.710210, Lat - 26.717130, Dept - P&RD)",ASSAM,25,2011Soni
2023-06-17,NAGAON,1,"Kampur - Premajaan Embankment at Saibuk Gaon | Saibuk Gaon | The premajaan Embankment of P&RD Department breached 5 metres at Saibuk Gaon on dated 17.06.2023 at 7.30 am under Kampur Revenue Circle. | (Long - 26.106437, Lat - 92.717367, Dept - P&RD)",ASSAM,11,2011Naga
2023-06-17,DARRANG,2,"Mangaldoi - Approach Road in Noanadi Kachia Bund FIS | At village Choto Athiabari | Due to rise of water level breach occurred at approach Road in Noanadi Kachia Bund FIS and approx. length of breach is 15 mt. as reported by the irrigation department. Dated 17/06/2023. | (Long - 91.995900, Lat - 26.443300, Dept - Irrigation),  Kamarpara Embankment. | At village Kamarpara | Due to rise of water level breach occurred at PNRD Embankment at Kamarpara Village and approx. length of breach is 11 mt. . Dated 17/06/2023. | (Long - 91.992800, Lat - 26.419400, Dept - P&RD)",ASSAM,26,2011Darr
2023-06-20,UDALGURI,1,"Harisinga - Dahalahabi embankment | Dahalahabi | Newly constructed river embankment is damaged due to overflow of river Suklai on different places. On 20 June 2023. APPROXIMATE DAMAGE 50 meters, 20 meters and 25 meters. | (Long - 91.758400, Lat - 26.700700, Dept - Water Resource Deptt.)",ASSAM,21,2011Udal
2023-06-21,BAKSA,3,"Barama - Breach occurred on L/B of Mora Pagladia | Alagjar | Breach occurred on L/B of Mora Pagladia river at village Alagjar near Charanpara supa at a stretch of 200 m dated-21/06/2023 | (Long - 91.357248, Lat - 26.540695, Dept - Water Resource Deptt.),  Breach occurred on R/B embankment of Kaljhar Village | Kaljhar Village Near B.ed College. | Breach occurred on R/B embankment of Kaljhar Village Near B.ed College at a stretch of 10 m approx. dated-21/06/2023 | (Long - 91.362613, Lat - 26.531607, Dept - Water Resource Deptt.),  Breach occurred on L/B of Mora Pagladia | Alagjar | Breach occurred on L/B of Mora Pagladia river at village Alagjar near Madhya Alagjar supa of stretch of 25 m approx.dtaed-21/06/2023 | (Long - 91.362613, Lat - 26.531608, Dept - Water Resource Deptt.)",ASSAM,35,2011Baks
2023-06-21,NALBARI,1,"Tihu - ROAD CUM EMBANMENT,R/B MORA PAGOLDIA RIVER | GOBARADAL | LENGTH IS APPROX : 40 MTS, REPORTED BY DEPARTMENTAL OFFICIALS Dated: 21/06/2021 | (Long - 0.000000, Lat - 0.000000, Dept - Water Resource Deptt.)",ASSAM,19,2011Nalb
