,rescue operation,District,Agency,,,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
0,,Chirang,,,,0,0,0,0,0,1,07-07-2022
1,,Darrang,,,,0,0,0,0,0,4,07-07-2022
2,,Dibrugarh,"Veterinary department organised 1 no. Treatment Camp at Dihing Kinar Nepali gaon at two different sites on 04/07/2022 lat:-27.21.10368 Long:-95.98502, Veterinary department organised 1 no. Treatment Camp at 2no Charaihabi gaon on 07/07/2022",,,0,0,0,0,0,10,07-07-2022
3,,Dima-Hasao,Civil Defence/Trained Volunteers,,,0,0,0,0,0,15,07-07-2022
4,,Hailakandi,,,,0,0,0,0,0,4,07-07-2022
5,,Karimganj,,,,4,0,0,0,0,0,07-07-2022
6,,Majuli,,,,0,0,0,0,0,1,07-07-2022
7,,Morigaon,,,,0,0,0,0,0,6,07-07-2022
8,,Nagaon,,,,0,0,0,0,0,15,07-07-2022
9,,Sivasagar,,,,0,0,0,0,0,3,07-07-2022
10,,Total,,,,4,0,0,0,0,59,07-07-2022
