,rescue operation,District,Agency,,,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
0,,Bajali,,,,0,0,0,0,0,6,25-06-2022
1,,Barpeta,Circle Office/Local Administration,,,29,0,0,0,0,2,25-06-2022
2,,Bongaigaon,,,,0,0,0,0,0,2,25-06-2022
3,,Cachar,"Circle Office/Local Administration, Inland Water Transport, Fire & Emergency Services (F&ES), Local People, Police, Army/Paramilitary force, Civil Defence/Trained Volunteers, NDRF, SDRF",,,56,5487,0,1,0,21,25-06-2022
4,,Chirang,,,,2,0,0,0,0,3,25-06-2022
5,,Darrang,AAPDA MITRA VOLUNTEERS,,,10,0,0,0,0,23,25-06-2022
6,,Dhubri,Circle Office/Local Administration,,,23,53,72,0,0,3,25-06-2022
7,,Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), SDRF, NHAI, PWRD",,,0,0,0,0,0,15,25-06-2022
8,,Goalpara,,,,0,0,0,0,0,8,25-06-2022
9,,Hojai,Local People,,,5,0,0,0,0,12,25-06-2022
10,,Kamrup,"Army/Paramilitary force, SDRF, NDRF",,,12,100,30,0,0,24,25-06-2022
11,,Karimganj,Local People,,,11,35,0,0,0,19,25-06-2022
12,,Majuli,,,,0,0,0,0,0,8,25-06-2022
13,,Morigaon,2 Machine boat deployed for emergency situation.,,,2,0,0,0,0,15,25-06-2022
14,,Nagaon,"NDRF, Circle Office/Local Administration, SDRF",,,10,0,0,0,0,16,25-06-2022
15,,Sonitpur,,,,0,0,0,0,0,4,25-06-2022
16,,South Salmara,Circle Office/Local Administration,,,15,49,43,0,0,11,25-06-2022
17,,Total,,,,175,5724,145,1,0,192,25-06-2022
