,rescue operation,District,Agency,,,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
0,,Bajali,,,,0,0,0,0,0,20,01-07-2022
1,,Biswanath,,,,0,0,0,0,0,1,01-07-2022
2,,Bongaigaon,,,,0,0,0,0,0,2,01-07-2022
3,,Cachar,"Circle Office/Local Administration, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Army/Paramilitary force, Local People, NDRF, Police, SDRF",,,13,187,0,0,0,44,01-07-2022
4,,Chirang,,,,0,0,0,0,0,4,01-07-2022
5,,Darrang,,,,1,0,0,0,0,17,01-07-2022
6,,Dibrugarh,"Army/Paramilitary force, SDRF, 4 person rescued from Padum nagar",,,0,0,0,0,0,9,01-07-2022
7,,Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Water Resources Department, APDCL, NHAI, PWRD",,,0,0,0,0,0,15,01-07-2022
8,,Goalpara,,,,0,0,0,0,0,3,01-07-2022
9,,Golaghat,,,,0,0,0,0,0,1,01-07-2022
10,,Hailakandi,,,,0,0,0,0,0,19,01-07-2022
11,,Kamrup,,,,0,0,0,0,0,2,01-07-2022
12,,Karbi Anglong West,SDRF,,,2,255,21,0,0,5,01-07-2022
13,,Karimganj,,,,8,0,0,0,0,14,01-07-2022
14,,Lakhimpur,,,,0,0,0,0,0,1,01-07-2022
15,,Majuli,,,,0,0,0,0,0,7,01-07-2022
16,,Morigaon,,,,0,0,0,0,0,15,01-07-2022
17,,Nagaon,SDRF,,,1,0,0,0,0,26,01-07-2022
18,,Sonitpur,"Fire & Emergency Services (F&ES), SDRF",,,3,16,0,0,0,4,01-07-2022
19,,Total,,,,28,458,21,0,0,209,01-07-2022
