,rescue operation,District,Agency,,,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
0,,Bajali,,,,0,0,0,0,0,36,22-06-2022
1,,Barpeta,"Army/Paramilitary force, Circle Office/Local Administration, Fire & Emergency Services (F&ES), NDRF, SDRF, Vety camp organised 2 nos, Haldhia Gaon, Haldhia Pather",,,44,1071,112,0,0,4,22-06-2022
2,,Bongaigaon,"Circle Office/Local Administration, Local People, Engine Boat",,,21,0,0,0,0,16,22-06-2022
3,,Cachar,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Local People, Civil Defence/Trained Volunteers, SDRF, Army/Paramilitary force, NDRF",,,22,1013,0,0,0,9,22-06-2022
4,,Chirang,,,,3,0,0,0,0,4,22-06-2022
5,,Darrang,"Civil Defence/Trained Volunteers, Army/Paramilitary force, Circle Office/Local Administration, NDRF, SDRF",,,11,450,0,0,0,7,22-06-2022
6,,Dhubri,Circle Office/Local Administration,,,63,121,143,0,0,9,22-06-2022
7,,Dibrugarh,,,,0,0,0,0,0,1,22-06-2022
8,,Dima-Hasao,"Civil Defence/Trained Volunteers, Police, Water Resources Department, NHAI, PWRD",,,0,0,0,0,0,15,22-06-2022
9,,Goalpara,,,,0,0,0,0,0,19,22-06-2022
10,,Hailakandi,,,,0,0,0,0,0,2,22-06-2022
11,,Hojai,"Local People, Fire & Emergency Services (F&ES), Country Boats",,,18,3,0,0,0,15,22-06-2022
12,,Kamrup,"SDRF, Army/Paramilitary force, NDRF",,,16,250,25,0,0,39,22-06-2022
13,,Karimganj,"Civil Defence/Trained Volunteers, SDRF",,,10,245,0,0,0,5,22-06-2022
14,,Lakhimpur,,,,0,0,0,0,0,7,22-06-2022
15,,Morigaon,"10 Machine Boat for relief distribution., Fire & Emergency Services (F&ES)",,,12,0,0,0,0,19,22-06-2022
16,,Nagaon,"Fire & Emergency Services (F&ES), SDRF, NDRF, Circle Office/Local Administration, Local People",,,24,420,0,0,0,30,22-06-2022
17,,Nalbari,Circle Office/Local Administration,,,3,0,65,0,0,43,22-06-2022
18,,Sonitpur,,,,0,0,0,0,0,3,22-06-2022
19,,South Salmara,Circle Office/Local Administration,,,31,85,123,0,0,4,22-06-2022
20,,Udalguri,,,,0,0,0,0,0,4,22-06-2022
21,,Total,,,,278,3658,468,0,0,291,22-06-2022
