,rescue operation,District,Agency,,,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
0,,Bajali,,,,0,0,0,0,0,12,24-06-2022
1,,Barpeta,"Fire & Emergency Services (F&ES), Circle Office/Local Administration",,,48,17,0,0,0,10,24-06-2022
2,,Bongaigaon,"Local People, Engine Boat",,,1,0,0,0,0,10,24-06-2022
3,,Cachar,Circle Office/Local,,,35,5911,0,1,0,11,24-06-2022
4,,,"Administration, Civil Defence/Trained Volunteers, Inland Water Transport, Fire & Emergency Services (F&ES), Local People, Army/Paramilitary force, NDRF, Police, SDRF, Water Resources Department",,,,,,,,,24-06-2022
5,,Chirang,,,,2,0,0,0,0,3,24-06-2022
6,,Darrang,Local People,,,12,0,0,0,0,25,24-06-2022
7,,Dhemaji,SDRF,,,1,7,0,0,0,1,24-06-2022
8,,Dhubri,Circle Office/Local Administration,,,47,94,124,0,0,3,24-06-2022
9,,Dima-Hasao,"Civil Defence/Trained Volunteers, SDRF, NHAI, PWRD",,,0,0,0,0,0,15,24-06-2022
10,,Goalpara,,,,0,0,0,0,0,12,24-06-2022
11,,Hailakandi,,,,1,0,0,0,0,3,24-06-2022
12,,Hojai,Local People,,,11,0,0,0,0,8,24-06-2022
13,,Kamrup,"Army/Paramilitary force, SDRF, NDRF",,,12,114,50,0,0,45,24-06-2022
14,,Karimganj,"Local People, SDRF",,,18,293,0,0,0,23,24-06-2022
15,,Lakhimpur,,,,0,0,0,0,0,3,24-06-2022
16,,Majuli,,,,0,0,0,0,0,10,24-06-2022
17,,Morigaon,2 Machine Boat Standby for emergency situation.,,,7,0,0,0,0,9,24-06-2022
18,,Nagaon,"NDRF, SDRF, Fire & Emergency Services (F&ES), Circle Office/Local Administration",,,18,60,0,0,0,16,24-06-2022
19,,Nalbari,Circle Office/Local Administration,,,2,0,0,0,0,43,24-06-2022
20,,Sonitpur,,,,0,0,0,0,0,4,24-06-2022
21,,South Salmara,Circle Office/Local Administration,,,26,71,64,0,0,11,24-06-2022
22,,Total,,,,241,6567,238,1,0,277,24-06-2022
