,rescue operation,District,Agency,,,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
0,,Bajali,,,,0,0,0,0,0,1,29-06-2022
1,,Biswanath,NDRF,,,4,50,0,0,0,6,29-06-2022
2,,Bongaigaon,,,,0,0,0,0,0,2,29-06-2022
3,,Cachar,"Army/Paramilitary force, Circle Office/Local Administration, Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), Local People, NDRF, Police, SDRF, Water Resources Department",,,29,792,0,0,0,81,29-06-2022
4,,Chirang,"Fire & Emergency Services (F&ES), SDRF",,,1,1,0,0,0,10,29-06-2022
5,,Darrang,,,,3,0,0,0,0,27,29-06-2022
6,,Dhemaji,SDRF,,,2,10,0,0,0,1,29-06-2022
7,,Dibrugarh,,,,0,0,0,0,0,1,29-06-2022
8,,Dima-Hasao,"Civil Defence/Trained Volunteers, PWRD, APDCL",,,0,0,0,0,0,15,29-06-2022
9,,Goalpara,,,,0,0,0,0,0,3,29-06-2022
10,,Hailakandi,,,,0,0,0,0,0,23,29-06-2022
11,,Kamrup,SDRF,,,2,0,0,0,0,12,29-06-2022
12,,Karimganj,,,,15,0,0,0,0,8,29-06-2022
13,,Lakhimpur,SDRF,,,5,131,0,0,0,4,29-06-2022
14,,Majuli,,,,0,0,0,0,0,4,29-06-2022
15,,Morigaon,,,,0,0,0,0,0,16,29-06-2022
16,,Nagaon,"NDRF, Circle Office/Local Administration, Local People, SDRF",,,5,0,0,0,0,31,29-06-2022
17,,Sonitpur,,,,0,0,0,0,0,4,29-06-2022
18,,Total,,,,66,984,0,0,0,249,29-06-2022
