,rescue operation,District,Agency,,,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
0,,Bajali,"Army/Paramilitary force, SDRF, NDRF",,,6,203,0,0,0,0,18-06-2022
1,,Baksa,Army/Paramilitary force,,,2,50,0,0,0,1,18-06-2022
2,,Barpeta,"NDRF, Fire & Emergency Services (F&ES), SDRF",,,28,1584,994,0,0,0,18-06-2022
3,,Bongaigaon,"Local People, SDRF, Country Boat, Engine Boat, Circle Office/Local Administration",,,28,230,0,0,0,13,18-06-2022
4,,Chirang,"Circle Office/Local Administration, SDRF, SSB HQ Chaprakata",,,5,514,0,0,0,10,18-06-2022
5,,Darrang,"Army/Paramilitary force, Civil Defence/Trained Volunteers, Local People, NDRF, SDRF",,,19,1629,0,0,0,5,18-06-2022
6,,Dhemaji,Fire & Emergency Services (F&ES),,,1,0,0,0,0,0,18-06-2022
7,,Dhubri,"Circle Office/Local Administration, SDRF",,,2,24,0,0,0,1,18-06-2022
8,,Dima-Hasao,"Civil Defence/Trained Volunteers, Fire & Emergency Services (F&ES), SDRF, Water Resources Department, PWD (R&B), NHAI",,,0,0,0,0,0,15,18-06-2022
9,,Goalpara,"Fire & Emergency Services (F&ES), SDRF",,,4,236,77,0,0,14,18-06-2022
10,,Hojai,"SDRF, Army/Paramilitary force, Local People, NDRF, Fire & Emergency Services (F&ES), Country Boats",,,55,2990,122,0,0,3,18-06-2022
11,,Kamrup,"Circle Office/Local Administration, Fire & Emergency Services (F&ES), NDRF, SDRF, Army/Paramilitary force",,,14,549,8,0,0,9,18-06-2022
12,,Kamrup (M),"Circle Office/Local Administration, Fire & Emergency Services (F&ES), Local People, SDRF, GMC, Police",,,1,0,0,0,0,0,18-06-2022
13,,Karbi Anglong West,SDRF,,,2,0,0,0,0,0,18-06-2022
14,,Karimganj,SDRF,,,2,0,0,0,0,0,18-06-2022
15,,Kokrajhar,,,,0,0,0,0,0,16,18-06-2022
16,,Lakhimpur,,,,0,0,0,0,0,4,18-06-2022
17,,Nagaon,"Fire & Emergency Services (F&ES), SDRF",,,3,560,0,0,0,0,18-06-2022
18,,Nalbari,"Army/Paramilitary force, NDRF, SDRF",,,7,72,20,0,0,11,18-06-2022
19,,South Salmara,,,,0,0,0,0,0,1,18-06-2022
20,,Tamulpur,"Army/Paramilitary force, Circle Office/Local Administration, Fire & Emergency Services (F&ES), SDRF, local NGO",,,10,451,0,0,0,1,18-06-2022
21,,Udalguri,"Fire & Emergency Services (F&ES), NDRF",,,2,10,0,0,0,0,18-06-2022
22,,Total,,,,191,9102,1221,0,0,104,18-06-2022
