,rescue operation,District,Agency,,,Boats Deployed,Person Evacuated By Boats,Animal Evacuated By Boats,Helicopters Deployed,Person Evacuated By Helicopters,Medical Team Deployed,Date
0,,Dima-Hasao,"Circle Office/Local Administration, Civil Defence/Trained Volunteers,",,,0,0,0,0,0,15,15-07-2022
1,,"Local People, Water Resources Department",,,,,,,,,,15-07-2022
2,,Morigaon  0 0 0 0 0 3,,,,,,,,,,15-07-2022
3,,Total  0 0 0 0 0 18,,,,,,,,,,15-07-2022
