,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,Date
0,,Barpeta,0.00-Q,,0.00-Q,,,,,,,24-05-2022
1,,Cachar,0.00-Q,,0.00-Q,,Soybean -1593.55-Kg; Candle-920.00-Pkt; Match Box-920.00-Pkt; Potato -2251.00-Kg; Mortien -445.00-Pkt; 0-0.00-Q; Mortien-475.00-Pkt,,,,,24-05-2022
2,,Darrang,0.00-Q,,0.00-Q,,,,,,,24-05-2022
3,,Dima-Hasao,0.00-Q,,0.00-Q,,0-0.00-Q,,,,,24-05-2022
4,,Goalpara,0.00-Q,,0.00-Q,,,,,,,24-05-2022
5,,Hailakandi,0.00-Q,,0.00-Q,,,,,,,24-05-2022
6,,Hojai,"0.00-Q, 48.00-L",,0.00-Q,,Tarpaulin -300.00-Pieces; Chira -7.50-Q; Tarpaulin-540.00-,,,,,24-05-2022
7,,,,,,Pieces; Water -1020.00-L; Biscuits -1080.00-Pkt; Bleaching Powder -35.00-Pkt; Phenyl-35.00-Pieces; Candle-4.00-Pkt; Gur-1.00-Q,,,,,,24-05-2022
8,,Kamrup,0.00-Q,,0.00-Q,,,,,,,24-05-2022
9,,Karbi Anglong West,0.00-Q,,0.00-Q,,,,,,,24-05-2022
10,,Karimganj,217.00-Pkt,,0.00-Q,0-0.00-Q,,,,,,24-05-2022
11,,Morigaon,0.00-Q,,0.00-Q,,,,,,,24-05-2022
12,,Nagaon,0.00-Q,,"0.00-Q, 83.00-Kg",TARPULIN-780.00-Pieces; TUBE WELL-13.00-Pieces; TOILET-4.00-Pieces; BATH ROOM-1.00-Pieces,,,,,,24-05-2022
