,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,Date
0,,Bajali,"0.00-Pkt, 0.00-Q",,875.00-Pkt,,Tarpaulin-17979.00-Pieces; Biscuit-515.00-Pkt; Sanitary Napkins-10.00-Pkt; Sanitary Napkin-10.00-Pkt,,,,,21-06-2022
1,,Baksa,0.00-Pkt,,3.00-Pkt,,Candle -7.00-Pkt; Biscuit -14.00-Pkt; Mosquito coil -14.00-Pkt,,,,,21-06-2022
2,,Barpeta,"0.00-Q, 0.00-Pkt",,"1000.00-Pieces, 0.00-Q, 211.00-Pkt",,Tarpauline Sheets-1200.00-Pieces; Drinking water-2500.00-L; Tarpauline-2500.00-Pieces; Biscuits-40.00-Pkt; 1. Tarpaulin -5000.00-Pieces; Mother Horlics-118.00-Pieces,,,,,21-06-2022
3,,Biswanath,0.00-Q,,0.00-Q,,,,,,,21-06-2022
4,,Bongaigaon,597.00-Pkt,,"0.00-Q, 3438.00-Pkt",,tarpaulin-220.00-Pieces; chira-19.50-Kg; jaggery-3.90-Kg; Sanitary Pad-756.00-Pkt; Horlicks-246.00-Pkt; Tarpaulin-140.00-Pieces,,,,,21-06-2022
5,,Cachar,0.00-Q,,0.00-Q,,Cooked Food Packet -72.00-Pkt,,,,,21-06-2022
6,,Chirang,0.00-Q,,"6.00-Pkt, 0.00-Q",,Sanitary Napkin-81.00-Pkt; Mosquito net-50.00-Pieces,,,,,21-06-2022
7,,Darrang,0.00-Q,,"500.00-Pieces, 0.00-Q, 50.00-Pkt",,taurpaulin-500.00-Pieces; 0-0.00-Q; candles-500.00-Pkt,,,,,21-06-2022
8,,Dhemaji,0.00-Q,,0.00-Q,,Tarpaulin -148.00-Pieces,,,,,21-06-2022
9,,Dhubri,"0.00-Q, 31.00-Pkt",,0.00-Q,,Match Box-1.00-Pkt; Sanitary Nepkin-10.00-Pkt; Candle-10.00-Pkt; M.Coil-10.00-Pkt; Temporary Bathroom-2.00-Pieces; Water pouch -12500.00-Pieces; Bleaching Packet-1500.00-Pkt; Halogen Tablet-5000.00-Pieces; HTW-13.00-Pieces; Temporary Toilet Constructed-11.00-Pieces; Temporary Bathroom Constructed-15.00-Pieces; Water Pouches Distributed-15000.00-Pkt; Bleaching Packet Distributed-5500.00-Pkt; Halogen tablet-17000.00-Pieces; Tarpaulin -7470.00-Pieces; 0-0.00-Q,,,,,21-06-2022
10,,Dima-Hasao,0.00-Q,,0.00-Q,,Milk-16.00-L; Potato-8.10-Q; Onion-4.13-Q; Biscuit-112.00-Pkt; Candle-48.00-Pkt; Match Box-89.00-Pkt; Mosquito Repellent-24.00-Pkt,,,,,21-06-2022
11,,Goalpara,0.00-Q,,0.00-Q,,Mosquito Coil-1329.00-Pkt; Match Box-1174.00-Pkt; Candle-1293.00-Pkt; Bleaching Powder-5.00-Kg,,,,,21-06-2022
12,,Golaghat,0.00-Q,,0.00-Q,,Tarpaulin-211.00-Pieces,,,,,21-06-2022
13,,Hailakandi,"874.00-Pkt, 0.00-Q",,0.00-Q,,Wheat Bran-27.00-Q; Napken-100.00-Pieces; Candle-500.00-Pkt; Match Box-500.00-Pkt,,,,,21-06-2022
14,,Hojai,0.00-Q,,0.00-Q,,Chira-3.00-Q; Gur-1.50-Q; Water bottle-2760.00-L; Candle-130.00-Pkt; Sanitary Napkin-235.00-Pkt; Amual Taza-348.00-L; beclching powder-14.00-Kg; Biscuits-75.00-Pkt; Amual -108.00-L; Water-1440.00-L; Sanitary Pads-105.00-Pkt; Phenyl-11.00-Pieces; Belching Powder-47.00-Pkt; Chira-720.00-Kg,,,,,21-06-2022
15,,Kamrup,"40.00-Pkt, 0.00-Q",,"140.00-Pkt, 0.00-Q",,Chira-1.97-Q; Gur-0.34-Q; Mosquito Coil-100.00-Pkt; Candle-20.00-Pkt; Sanitary Napkin-22.00-Pkt; Phenyl-30.00-Q; Water Pouch-3000.00-Pkt; Bleaching Powder-100.00-Kg; Tarpaulin-1300.00-Pieces; 7085-528.40-Q,,,,,21-06-2022
16,,Kamrup (M),0.00-Q,,0.00-Q,,0-0.00-Q,,,,,21-06-2022
17,,Karbi Anglong West,0.00-Q,,0.00-Q,,,,,,,21-06-2022
18,,Karimganj,"200.00-Q, 60.00-Pkt",,0.00-Q,,Mosquito Coil-20.00-Pkt; Candle-20.00-Pkt; 0-0.00-Q,,,,,21-06-2022
19,,Kokrajhar,"31.60-L, 0.00-Q",,0.00-Q,,Horlicks-27.00-Kg; Sanitary Napkins-193.00-Pkt; Good Day Biscuit-54.00-Pkt; 0-0.00-Q,,,,,21-06-2022
20,,Lakhimpur,"0.00-Q, 690.00-L",,"0.00-Q, 365.00-Kg",,Tarpaulin-6.00-Pieces; tarpaulin-310.00-Pieces; Tarpaulin -62.00-Pieces,,,,,21-06-2022
21,,Majuli,0.00-Q,,0.00-Q,,chemical packets-250.00-Pkt; Halogen tab-2000.00-Pieces; Tarpaulin-12.00-Pieces; Water Pouch-3000.00-Pkt; Halogen Tablets-3000.00-Pieces,,,,,21-06-2022
22,,Morigaon,"0.00-Q, 6930.00-Pkt",,"0.00-Q, 6930.00-Pkt",0-0.00-Q; Sanitary Napkin-100.00-Q,,,,,,21-06-2022
23,,Nagaon,"10680.00-Pkt, 0.00-Q, 204.80-L",,"11704.00-Pkt, 0.00-Q",Tarpaulin-31.00-Pieces; Drinking Water-8000.00-Pkt; Helogen Tablet-2000.00-Pieces; HTW-4.00-Pieces; Toilet-4.00-Pieces; Mosquito Coil-621.00-Pkt; Candle-621.00-Pkt; Sanitary Napkin-570.00-Pkt,,,,,,21-06-2022
24,,Nalbari,0.00-Q,,0.00-Q,0-0.00-Q,,,,,,21-06-2022
25,,Sivasagar,246.50-L,,375.10-Kg,Sanitary Napkin-619.00-Pkt; Chemical Pakt-450.00-Pkt,,,,,,21-06-2022
26,,Sonitpur,0.00-Q,,0.00-Q,,,,,,,21-06-2022
27,,South Salmara,0.00-Q,,"0.00-Q, 153.00-Kg",Tarpaulin -2499.00-Pieces; Sanitary Napkin-1500.00-Pieces; Mosquito Net-200.00-Pieces; H. Light-200.00-Pieces; Dragon Light-2.00-Pieces; Milk Packet-1500.00-Pieces; Biscuit-1500.00-Pieces; Biscuit-57.00-Pkt; Candal-33.00-Pkt; M.Box-11.00-Pkt; Nepkin-15.00-Pkt; Dusbin-2.00-Pieces; Charger Light-9.00-Pieces; Amul -11.42-L; Horlicks-30.00-Kg,,,,,,21-06-2022
28,,Tamulpur,0.00-Q,,"0.00-Q, 45.75-Kg",,,,,,,21-06-2022
