,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,Date
0,,Bajali,0.00-Q,,0.00-Q,,Tarpaulin-5165.00-Pieces,,,,,25-06-2022
1,,Baksa,"0.00-Q, 0.00-Pkt",,"0.00-Q, 0.00-Pkt",,,,,,,25-06-2022
2,,Barpeta,0.00-Q,,0.00-Q,,Phenyl-504.00-Pieces; Candle-3600.00-Pieces; Suzi-480.00-Pkt; Hand Tube well-120.00-Pieces; 1. Tarpaulin -21500.00-Pieces; Tarpaulin-9160.00-Pieces; Hand Tube-well(HTW)-128.00-Pieces; Biscuit-2000.00-Pkt; Bleaching powder-1995.00-Kg; Mosquito stick-4800.00-Pkt; Suji-1500.00-Pkt,,,,,25-06-2022
3,,Chirang,0.00-Q,,0.00-Q,,Soap-38.00-Pieces,,,,,25-06-2022
4,,Darrang,0.00-Q,,"0.00-Q, 20.00-Pkt",,mosquito coil (on 22/06/2022)-1.00-Pkt; Sanitary napkin (on 22/06/2022)-1.00-Pkt; Match box (on 22/06/2022)-1.00-Pkt; Tarpaulin-6000.00-Pieces; Mortein-600.00-Pieces; Biscuits-500.00-Pkt,,,,,25-06-2022
5,,Dhemaji,0.00-Q,,0.00-Q,,Tarpulin-108.00-Pieces,,,,,25-06-2022
6,,Dibrugarh,0.00-Q,,0.00-Q,,,,,,,25-06-2022
7,,Dima-Hasao,0.00-Q,,0.00-Q,,Onoin-21.00-Kg; Haldi-21.00-Pkt; Milk-21.00-L; Biscuit-147.00-Pkt; Candle-63.00-Pkt; Match Box-21.00-Pkt; Mosquito Repellant -21.00-Pkt; Mosquito Net-21.00-Pieces,,,,,25-06-2022
8,,Hailakandi,"0.00-Q, 297.00-Pkt",,"0.00-Q, 45.00-Pkt",,Sanitary Napkin-50.00-Pkt; Candle-64.00-Pkt; Match Box-36.00-Pkt; Tarpaulin-465.00-Pieces; Water Purification Tablets-18000.00-Pieces; Water Packets-8500.00-Pkt; Sanitary Nepkin-101.00-Pkt; Soap-114.00-Pieces,,,,,25-06-2022
9,,Hojai,0.00-Q,,0.00-Q,,,,,,,25-06-2022
10,,Kamrup,"0.00-Q, 21.00-Pkt",,"621.00-Pkt, 0.00-Q",,0-0.00-Q; Candle-32.00-Pkt; Mosquito Coil-22.00-Pkt; Water Pouch-4000.00-Pkt; Tarpuline-600.00-Pkt,,,,,25-06-2022
11,,Karbi Anglong West,0.00-Q,,0.00-Q,,,,,,,25-06-2022
12,,Karimganj,"100.00-Pkt, 35.00-Q",,"100.00-Pkt, 0.00-Q",,SANITARY NAPKIN-56.00-Pkt; CANDLE-45.00-Pkt; MOSQUITO COIL-15.00-Pkt; MATCH BOX-15.00-Pkt; BLEACHING POWER-30.00-Pkt; 0-0.00-Q,,,,,25-06-2022
13,,Lakhimpur,0.00-Q,,"70.00-Kg, 0.00-Q",,Concentrated cattle feed Godrej Supreme-148.00-Q; tarpaulin-1209.00-Pieces,,,,,25-06-2022
14,,Morigaon,0.00-Q,,0.00-Q,,CHARGEABLE LIGHT -466.00-Q; HTW-9.00-Q; WATER PACKETS-1000.00-Q; CHEMICAL PACKETS -600.00-Q,,,,,25-06-2022
15,,Nagaon,"0.00-Q, 4561.00-ml, 20000.00-Pkt",,"35.44-Q, 8000.00-Pkt",,Turpolin-2000.00-Pieces; Match Box-26000.00-Pkt; Candle -19600.00-Pkt; Mosquito Coil-1000.00-Pkt; Candle-3000.00-Q,,,,,25-06-2022
16,,South Salmara,0.00-Q,,0.00-Q,,,,,,,25-06-2022
17,,Tamulpur,0.00-Q,,0.00-Q,,,,,,,25-06-2022
