,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,Others,,,,,,Date
0,,Cachar,0.00-Q,,0.00-Q,CANDEL-60.00-Pkt,,,,,,13-07-2022
1,,Dima-Hasao,0.00-Q,,0.00-Q,Onion-252.00-Kg,,,,,,13-07-2022
