,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,Date
0,,Bajali,0.00-Q,,0.00-Q,,Tarpaulin-4835.00-Q,,,,,26-06-2022
1,,Baksa,0.00-Q,,0.00-Q,,,,,,,26-06-2022
2,,Barpeta,0.00-Q,,"1008.00-Pkt, 0.00-Q",,Phenyl-196.00-Pkt; Biscuits-28100.00-Pkt; Mosquito Repellent Coil-225.00-Pkt; Tarpaulin Sheets-18300.00-Pieces; Suzi-510.00-Kg; muri-3435.00-Kg; Tarpaulin-3000.00-Pieces; Phenyl (1000 bottle- each bottle-500 ml)-500.00-L; 1. Match Box-900.00-Pieces; 2. Finial Bottle-2110.00-Pieces; 3. Hand Tubel-539.00-Pieces; 4. Soap-288.00-Pkt; 5. Sira-1.00-Q; 6. Biscuit-240.00-Pkt; 7. Suji -2.00-Q; Cerelac-500.00-Pkt; Suji-150.00-Kg; Chemical -8500.00-Pkt; Bleaching powder-62.00-Pkt; Halogen tablets-55000.00-Pieces; Water pouch-60800.00-Pkt; HTW installed-55.00-Pieces; phynyl-100.00-Pieces; Candle-200.00-Pieces,,,,,26-06-2022
3,,Cachar,0.00-Q,,0.00-Q,,Amul Taza-1410.00-Pkt; Biscuit-54450.00-Pkt; Cake-95200.00-Pkt; Packaged Drinking Water-56000.00-L,,,,,26-06-2022
4,,Darrang,0.00-Q,,0.00-Q,,Taurpaulin-2000.00-Pieces; Mosquito Net-220.00-Pieces,,,,,26-06-2022
5,,Dhemaji,0.00-Q,,0.00-Q,,Tarpaulin-40.00-Pieces,,,,,26-06-2022
6,,Dibrugarh,0.00-Q,,0.00-Q,,,,,,,26-06-2022
7,,Goalpara,0.00-Q,,0.00-Q,,0-0.00-Q,,,,,26-06-2022
8,,Hailakandi,"0.00-Q, 1000.00-Pkt",,0.00-Q,,Water Purification Tablet-2000.00-Pieces; Candle-275.00-Pkt; Match box-75.00-Pkt; Sanitary Napkin-216.00-Pkt; Water purification Tablet-65000.00-Pieces; Water Packets-7000.00-Pkt,,,,,26-06-2022
9,,Kamrup,0.00-Q,,"1812.00-Pkt, 0.00-Q",,Matchbox-1000.00-Pkt; Mosquito coil-2000.00-Pkt; Tarpaulin-10240.00-Pieces; Sanitary Napkin-2700.00-Pkt; Biscuits-1000.00-Pkt; Candle-1000.00-Pkt; Phenyl-1000.00-Pkt; Amul Taza-500.00-Pkt; Mosquito Repelent-450.00-Pkt; Wheatbran-280.00-Q; Tarpulin-3650.00-Pieces; Potato-40.00-Q; Onion-25.00-Q; Sanitary Napkin-1500.00-Pieces; Candel-5000.00-Pkt; Mosquito Coilo-2000.00-Pkt; Milk & Baby Food-850.00-Pkt,,,,,26-06-2022
10,,Karbi Anglong West,0.00-Q,,0.00-Q,,,,,,,26-06-2022
11,,Karimganj,"249.00-Pkt, 0.00-Q",,"0.00-Q, 162.00-Pkt",,Water purification tablet-18900.00-Pieces; Chemical packets-20425.00-Pieces; Water pouches-3560.00-Pieces; MOSQUITO COIL-30.00-Pkt; CANDLE-50.00-Pkt; BLEACHING POWER-50.00-Pkt; SANITARY NAPKIN-60.00-Pkt; MATCH BOX-5.00-Pkt; CERELAC-5.00-Pkt; 0-0.00-Q,,,,,26-06-2022
12,,Lakhimpur,0.00-Q,,0.00-Q,,Tarpaulin-1360.00-Pieces; Concentrated cattle feed Godrej Supreme-122.50-Q,,,,,26-06-2022
13,,Majuli,0.00-Q,,0.00-Q,,Chemical packets-200.00-Pkt; Halogen tablet-1000.00-Pieces; Halogen tablet-300.00-Pkt,,,,,26-06-2022
14,,Morigaon,0.00-Q,,0.00-Q,,HTW-3.00-Pieces,,,,,26-06-2022
15,,Nagaon,0.00-Q,,"6000.00-Pkt, 0.00-Q",,Temporary Bathroom-5.00-Pieces; Temporary Sanitary Toilet-5.00-Pieces; Installation of Hand Tube Well-22.00-Pieces; Packet Drinking Water-45400.00-Pkt; Helogen Tab-18000.00-Pieces; Bleaching Powder-75.00-Kg; Mosquito Coil-500.00-Pkt; Candle-4050.00-Pkt; Water Bottle -20000.00-Pieces; 0-0.00-Q,,,,,26-06-2022
16,,Sonitpur,0.00-Q,,0.00-Q,,Tarpaulin (Forest Area)-310.00-Pieces; Phenyl-80.00-Pieces,,,,,26-06-2022
17,,Udalguri,0.00-Q,,"0.00-Q, 15.00-Pkt",,Sanitary Pad-69.00-Pkt; Candle & Match Sticks-10.00-Pkt; Mosquito Coil-10.00-Pkt; Disposal Plates-45.00-Pkt; Disposal Glass-9.00-Pkt; Soap-30.00-Pieces; Water Jar (20 Ltr)-50.00-Pieces,,,,,26-06-2022
