,relief distributed others,District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,Date
0,,Bajali,0.00-Q,,0.00-Q,,,,,,,17-06-2022
1,,Baksa,"0.00-Q, 0.00-Pkt",,"0.00-Q, 30.00-Pkt",,Nil-0.00-Q; Biscuit-1269.00-Pkt; Candle -30.00-Pkt; Biscuit -100.00-Pkt; Mosquito coil -30.00-Pkt,,,,,17-06-2022
2,,Barpeta,0.00-Q,,20.00-Pkt,,candles-1013.00-Pkt; mosquito repellent coli-15.00-Pkt; Sanitary Napkin-50.00-Pkt; Chira-5155.60-Kg; Jeggary-942.70-Kg,,,,,17-06-2022
3,,Biswanath,0.00-Q,,0.00-Q,,,,,,,17-06-2022
4,,Bongaigaon,"0.00-Q, 1102.00-Pkt",,"0.00-Q, 6630.00-Pkt",,Tarpaulin-7303.00-Pieces; Sanitay Pad-60.00-Pkt; Sanitary pad-175.00-Pkt; Candle-91.00-Pkt; Match box-91.00-Pkt; Coil-91.00-Pkt; Sanitary Pad-488.00-Pkt; chira-0.84-Q; gur-0.15-Q,,,,,17-06-2022
5,,Chirang,0.00-Q,,0.00-Q,,Tarpaulin-89.00-Pieces,,,,,17-06-2022
6,,Darrang,0.00-Q,,0.00-Q,,Tarpaulin-200.00-Pieces; candle-10.00-Pkt; mosquito coil-10.00-Pkt,,,,,17-06-2022
7,,Dhemaji,0.00-Q,,0.00-Q,,Tarpaulin-40.00-Pieces,,,,,17-06-2022
8,,Dhubri,"0.00-Q, 45.00-Pkt",,"0.00-Q, 0.00-Pkt",,Tarpauline-250.00-Pieces; chira-236.00-Kg; gur-43.00-Kg; M. Coil-46.00-Pkt; M.Box-46.00-Pkt; Candle-46.00-Pkt; Tarpaulin-30.00-Pieces,,,,,17-06-2022
9,,Goalpara,0.00-Q,,0.00-Q,,candle-570.00-Pkt; Mosquito Coil-570.00-Pkt; Match box-288.00-Pieces; Tarpaulin-242.00-Pieces; Bleaching Powder-5.00-Kg; Phenyl-5.00-Kg; 0-0.00-Q,,,,,17-06-2022
10,,Hojai,"0.00-Q, 0.00-L",,0.00-Q,,Water Bottle 40 Carton ( 12 Pc per cartone) -480.00-L; Amul Taza-228.00-L; Sanitary pads-20.00-Pkt; Water Bottles-600.00-L; Sanitary Pad-75.00-Pkt; Water Bottle-1200.00-L,,,,,17-06-2022
11,,Kamrup,"71.00-Pkt, 0.00-Q",,"71.00-Pkt, 0.00-Q",,Candle-315.00-Pkt; Mosquito Coil-70.00-Pkt; Sanitary Napkin-17.00-Pkt; Tarpaulin-350.00-Pieces; Trpaulin-2000.00-Pieces,,,,,17-06-2022
12,,Kamrup (M),0.00-Q,,0.00-Q,,Water -3144.00-L; Bread-1960.00-Pkt; Biscuit-3920.00-Pkt; Candle-240.00-Pkt; Tarpouline-530.00-Pieces; Water Bottle-15000.00-L; Tarpaulin-340.00-Pieces,,,,,17-06-2022
13,,Karbi Anglong West,0.00-Q,,0.00-Q,,,,,,,17-06-2022
14,,Kokrajhar,0.00-Q,,"6.00-Pkt, 0.00-Q",,Chira-75.00-Kg; Gur-12.00-Kg; Match Box-20.00-Pkt; Water Bottle-120.00-Pieces; Candle-536.00-Pkt; Biscuit-168.00-Pkt; CANDLE-3893.00-Pkt; MATCHBOX-306.00-Pkt; GOODDAY BISCUIT-14548.00-Pkt; Match Box-138.00-Q; Match Box-71.00-Pieces; Chemical Packets-200.00-Pkt; Halogen Tablets-800.00-Pieces; M COIL-853.00-Pkt; SOAP-853.00-Pieces,,,,,17-06-2022
15,,Lakhimpur,0.00-Q,,"0.00-Q, 31.00-Kg",,Taurpalin-463.00-Pkt; Tarpaulin-63.00-Pieces,,,,,17-06-2022
16,,Nalbari,0.00-Q,,0.00-Q,,Phenyl-50.00-L; Candle-110.00-Pkt; Mosquito Coil-110.00-Pkt,,,,,17-06-2022
17,,Sonitpur,0.00-Q,,0.00-Q,,,,,,,17-06-2022
18,,Tamulpur,0.00-Q,,0.00-Q,,chira-14676.00-Kg; Gur-2621.00-Kg,,,,,17-06-2022
19,,Tinsukia,0.00-Q,,0.00-Q,,,,,,,17-06-2022
20,,Udalguri,"0.00-Q, 0.00-Pkt",,"0.00-Q, 20.00-Pkt",,Sanitary Pad -40.00-Pkt; Candles & Match Sticks-40.00-Pkt; Mosquito Coil-40.00-Pkt; Mosquito Net-40.00-Pieces; Disposal Plates & Glass-40.00-Pkt; Soap-80.00-Pieces; Water Bottle-40.00-Pkt; Phenyl-20.00-Pieces; Mask & Sanitizer-600.00-,,,,,17-06-2022
21,,,Pieces; 0-0.00-Q,,,,,,,,,17-06-2022
