Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,PW-MDI(P)Tender-NIT-431-64 dated 11.04.2025,2025_PWD_103912_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,12-Apr-2025 10:00 AM,28-Apr-2025 11:30 AM,12-Apr-2025 10:00 AM,28-Apr-2025 10:00 AM,,,12-Apr-2025 10:00 AM,28-Apr-2025 10:00 AM,14-May-2025 11:30 AM,"75,100",No,fixed,,Nil,Nil,1.0,Date extend,Date,,1.0,ICICI BANK,"1,500",Nil,Nil,No,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,Periodic maintenance of Padhar Balh Sakrog  road (HP0804VR002830413-15) PMGSY roads under Annual maintenance Plan for the year 2025-26.,"Providing and laying built-up spray grout, tack coat, bituminous concrete 25 mm thick and thermoplastic strip in Km 12/00 to 13/00, 13/00 to 14/00 and 14/00 to 15/00",As per bid documents,,"37,57,105",Civil Works - Roads,,Tender,90.0,31.0,Padhar,175012.0,,,,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Proof of registration under Employee Provident Funds and Miscellaneous provision Act, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work done and  work in hand certi.(Gen.Rule No.16 and 26.2.b)Mini amount of workdoneas per Sched-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofofownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"HPPWD Form No.7/8 duly signed (General Rule and directions, Schedules A to F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
