Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HPSEBL||CE(Gen) Sundernagar||SE(Gen) Bhaba Nagar||RE,Bhaba, PH",BPHD/SP-1/2024-25/Turbine Oil,2025_HPSEB_98947_1,Yes,Single,Item Rate,Goods,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Authorization Certificate from IOCL,30-Jan-2025 12:00 PM,06-Feb-2025 11:30 AM,30-Jan-2025 01:00 PM,05-Feb-2025 12:00 PM,,,30-Jan-2025 01:00 PM,05-Feb-2025 12:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,Resident Engineer,"Bhaba Power House Division, HPSEBL, Bhabanagar",Quotation for Servo Prime Oil,Quotation for Supply of servo Prime Oil for various Power Houses under this Division.,Please refer Tender documents.,,,Supply of Materials,,Tender,120.0,45.0,Bhabanagar Kinnaur,172115.0,,,,Bhabanagar(Online,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of Non-Blacklisting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,Financial Bid or BOQ with rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Quotation from IOCL for Servo prime Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
