object_id,District,TEHSIL,road_length,road_count
02-023-00001,CHAMBA,BHATTIYAT,351398.54873286886,661.0
02-023-00002,CHAMBA,BRAHMAUR,568748.9349433968,1183.0
02-023-00003,CHAMBA,CHAMBA,1607117.5724224015,3996.0
02-023-00004,CHAMBA,CHAURAH,1122992.6228624207,2248.0
02-023-00005,CHAMBA,DALHOUSIE,302150.54364495137,712.0
02-023-00006,CHAMBA,PANGI,296017.69669054076,308.0
02-023-00007,CHAMBA,SALUNI,922916.5068694118,2323.0
02-023-00008,CHAMBA,SIHUNTA,258018.8784888122,461.0
02-024-02110,KANGRA,BAIJNATH,334351.3523873101,539.0
02-024-02111,KANGRA,BAROH,217044.14547800133,294.0
02-024-02112,KANGRA,DADA SIBA,219045.44075546256,342.0
02-024-02113,KANGRA,DERA GOPIPUR,721538.0588613761,1188.0
02-024-02114,KANGRA,DHARMSHALA,556484.6544787085,1515.0
02-024-02115,KANGRA,DHIRA,189787.57771064847,252.0
02-024-02116,KANGRA,FATEHPUR,630189.7871257514,1295.0
02-024-02117,KANGRA,HARCHAKIAN,164521.010752322,338.0
02-024-02118,KANGRA,INDORA,882279.7152755706,2040.0
02-024-02119,KANGRA,JAISINGHPUR,328552.7802799276,509.0
02-024-02120,KANGRA,JASWAN  KOTLA,200155.33963888176,414.0
02-024-02121,KANGRA,JAWALAMUKHI,280542.54848393245,489.0
02-024-02122,KANGRA,JAWALI,631356.8474363977,1014.0
02-024-02123,KANGRA,KANGRA,561826.8706102018,1307.0
02-024-02124,KANGRA,KHUNDIAN,312003.9812152791,436.0
02-024-02125,KANGRA,MULTHAN,13352.026448431378,10.0
02-024-02126,KANGRA,NAGROTA BAGWAN,318965.5156435575,674.0
02-024-02127,KANGRA,NURPUR,1155842.0970922776,2517.0
02-024-02128,KANGRA,PALAMPUR,870868.311220273,1567.0
02-024-02129,KANGRA,RAKKAR,188336.7454023016,294.0
02-024-02130,KANGRA,SHAHPUR,454404.08636909176,954.0
02-024-02131,KANGRA,THURAL,118602.6372591178,170.0
02-025-00017,LAHAUL & SPITI,LAHAUL,726949.1956254411,357.0
