Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(ES) Shimla||Sr. Xen (ES) 220 KV Kunihar,KESD-04/2025-26,2026_HPSEB_127780_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Receipt of Tender Fees and Earnest Money,07-Feb-2026 09:00 AM,16-Feb-2026 02:30 PM,07-Feb-2026 09:00 AM,16-Feb-2026 10:00 AM,,,07-Feb-2026 09:05 AM,16-Feb-2026 10:00 AM,17-Feb-2026 10:00 AM,"2,100",No,fixed,,Nil,Nil,1.0,ICICI BANK,590.0,Nil,Nil,No,Sr. Executive Engineer,220kv ES Division Kunihar at Jabal Jamrot,Dehydration of transformer oil at  220/132/33Kv Sub Station Kunihar and  132Kv Sub Station HPSEBL Darlaghat  under 220Kv ES Division HPSEBL Kunihar  for FY 2025-26,"Dehydration of transformer oil at 
220/132/33Kv Sub Station Kunihar and 
132Kv Sub Station HPSEBL Darlaghat 
under 220Kv ES Division HPSEBL Kunihar 
for FY 2025-26",Please refer Tender documents.,,"2,06,353",Plant Protection Input/Equipment Works,,Rate Contract,45.0,45.0,220kv ES Division Kunihar,173207.0,,,,Kunihar,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Self-Attested copy of GST certificate of firm/company/,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Self-Attested copy of PAN card of firm/company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Work done and Experience certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Turn Over Certificate of Company/Firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Self Undertaking that contractor will provide dehydration machine with minimum capacity 1200 kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Declaration on no-near relative (Annexure-II) filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Declaration on Black listing/non-black listing (Annexure-III) filled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Letter of authorization for attending tender opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
