Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HP Power Transmission Corporation limited||Projects||DGM (Kullu)||PIU Sarabai,HPPTCL/KULLU ZONE/TENDERS/DGMS/2025-26/01,2026_HPPTC_125134_1,Yes,Open Tender,Item Rate,Works,1.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical/Finance,.rar,Documents in support of qualification criteria,06-Jan-2026 05:00 PM,17-Jan-2026 11:30 AM,07-Jan-2026 09:00 AM,16-Jan-2026 05:00 PM,,,07-Jan-2026 09:30 AM,16-Jan-2026 05:00 PM,"11,510",No,fixed,,Senior Manager (Projects) PIU Sarabai,PNB Bajaura,1,DD - Demand Draft,"1,180",Senior Manager (Projects) PIU Sarabai,PNB Bajaura,No,DGM (Projects),"Zone Kullu office at Sarabai Bhunter, Distt. Kullu H.P. 175125",HPPTCL/KULLU ZONE/TENDERS/DGMS/2025-26/01,"Providing, Testing and Commissioning of 125 mm dia Bore-well with 5.0 HP Submersible Pump and Associated Electrical and Plumbing Works at 33 kV Switching Substation Palchan Manali under PIU Sarabai, Distt Kullu H.P.",Please refer Tender documents.,,"5,75,488",Water Equipments/ Meter/ Drilling/ Boring,,Tender,90.0,45.0,33 kV Substation HPPTCL Palchan Tehsil Manali,175103.0,,,,Kullu Zone Office Sarabai,No,No,AOC
,,,,,,,,,,,,,,,,.xls,Price Schedule,,,,,,,,,,,,,,,2,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC
