,human lives lost confirmed - death type,District,Total,Flood Death,General Drowning (Non Flood),Landslide,,,,,,Date
0,,Bajali,1,1,0,0,,,,,,19-06-2022
1,,Barpeta,2,2,0,0,,,,,,19-06-2022
2,,Cachar,3,0,0,3,,,,,,19-06-2022
3,,Kamrup,1,1,0,0,,,,,,19-06-2022
4,,Karimganj,1,1,0,0,,,,,,19-06-2022
5,,Udalguri,1,1,0,0,,,,,,19-06-2022
6,,Total,9,6,0,3,,,,,,19-06-2022
