,human lives lost confirmed - death type,District,Total,Flood Death,General Drowning (Non Flood),Landslide,,,,,,Date
0,,Barpeta,1,1,0,0,,,,,,25-06-2022
1,,Cachar,1,1,0,0,,,,,,25-06-2022
2,,Darrang,1,1,0,0,,,,,,25-06-2022
3,,Golaghat,1,1,0,0,,,,,,25-06-2022
4,,Total,4,4,0,0,,,,,,25-06-2022
