,human lives lost confirmed - death type,District,Total,Flood Death,General Drowning (Non Flood),Landslide,,,,,,Date
0,,Karimganj,1,1,0,0,,,,,,03-07-2022
1,,Lakhimpur,1,1,0,0,,,,,,03-07-2022
2,,Nagaon,2,2,0,0,,,,,,03-07-2022
3,,Sivasagar,1,1,0,0,,,,,,03-07-2022
4,,Total,5,5,0,0,,,,,,03-07-2022
