,human lives lost confirmed - death type,District,Total,Flood Death,General Drowning (Non Flood),Landslide,,,,,,Date
0,,Barpeta,1,1,0,0,,,,,,26-06-2022
1,,Cachar,1,1,0,0,,,,,,26-06-2022
2,,Darrang,1,1,0,0,,,,,,26-06-2022
3,,Karimganj,1,1,0,0,,,,,,26-06-2022
4,,Morigaon,1,1,0,0,,,,,,26-06-2022
5,,Total,5,5,0,0,,,,,,26-06-2022
