,human lives lost confirmed - death type,District,Total,Flood Death,General Drowning (Non Flood),Landslide,,,,,,Date
0,,Bajali,1,1,0,0,,,,,,17-06-2022
1,,Dhubri,1,1,0,0,,,,,,17-06-2022
2,,Hojai,2,2,0,0,,,,,,17-06-2022
3,,Kamrup,1,1,0,0,,,,,,17-06-2022
4,,Kokrajhar,1,1,0,0,,,,,,17-06-2022
5,,Nalbari,2,2,0,0,,,,,,17-06-2022
6,,Sonitpur,1,1,0,0,,,,,,17-06-2022
7,,Total,9,9,0,0,,,,,,17-06-2022
