,landslide,District,Details,Date
0,,Cachar,"Sonai - Rajgovindapur village, Bongram & Syamacharanpur | House of Khokan Sarkar c/o Sachinanada Sarkar got damaged due to landside at Rajgovindapur village under Sonai Revenue Circle on 22.06.2022. | 13",23-06-2022
1,,Hailakandi,Hailakandi - Mohanpur RA under Hailakandi Revenue Circle dtd. 22.06.2022 | Buffalo died due to landslide | 0,23-06-2022
