class,age,male,female
0,0 to 1,216.23,186.12
1,1 to 5,828.52,711.89
10,10 to 15,1127.16,911.27
15,15 to 20,1214.01,1069.26
20,20 to 25,1028.87,1175.01
25,25 to 30,902.95,1191.7
30,30 to 35,1008.7,1268.41
35,35 to 40,985.59,1190.45
40,40 to 45,884.2,1073.78
45,45 to 50,829.15,1010.73
5,5 to 10,1030.4,849.3
50,50 to 55,790.13,992.54
55,55 to 60,785.23,874.74
60,60 to 65,635.14,679.07
65,65 to 70,511.25,543.38
70,70 to 75,330.86,466.95
75,75 to 80,256.43,349.48
80,80 and over,273.58,488.45
