class,age,male,female
0,0 to 1,427.24,378.7
1,1 to 5,1637.05,1448.54
10,10 to 15,2360.45,2079.03
15,15 to 20,2655.68,2388.23
20,20 to 25,3115.33,2747.33
25,25 to 30,3061.52,2659.36
30,30 to 35,3047.65,2623.38
35,35 to 40,2727.93,2385.31
40,40 to 45,2406.76,2265.24
45,45 to 50,2164.69,1994.61
5,5 to 10,2119.87,1889.45
50,50 to 55,1962.34,1854.53
55,55 to 60,1698.88,1395.97
60,60 to 65,1085.23,1018.28
65,65 to 70,799.8,785.18
70,70 to 75,531.47,577.46
75,75 to 80,407.82,420.66
80,80 and over,350.89,406.28
