class,age,male,female
0,0 to 1,868.68,762.62
1,1 to 5,3328.47,2917.03
10,10 to 15,4413.55,3915.18
15,15 to 20,4670.5,4343.62
20,20 to 25,4648.8,4575.57
25,25 to 30,4512.08,4515.15
30,30 to 35,4829.75,4730.54
35,35 to 40,4348.38,4289.96
40,40 to 45,3576,3923.1
45,45 to 50,3301.6,3564.87
5,5 to 10,4002.67,3560.11
50,50 to 55,3029.1,3460.28
55,55 to 60,2814.45,2832.56
60,60 to 65,2074.72,2136.42
65,65 to 70,1511.12,1591.71
70,70 to 75,998.09,1265.26
75,75 to 80,823.05,1008.83
80,80 and over,793.16,1196.41
