class,age,male,female
0,0 to 1,85.85,72.72
1,1 to 5,328.95,278.16
10,10 to 15,435.53,352.07
15,15 to 20,465.84,413.92
20,20 to 25,438.26,455.47
25,25 to 30,416.35,460.67
30,30 to 35,443.73,471.75
35,35 to 40,409.34,432.95
40,40 to 45,349.82,397.94
45,45 to 50,343.47,375.35
5,5 to 10,396.15,327.12
50,50 to 55,311.29,359.09
55,55 to 60,307.91,305.73
60,60 to 65,232.02,230.07
65,65 to 70,180.69,181.52
70,70 to 75,115.78,141.79
75,75 to 80,87.92,108.56
80,80 and over,81.91,120.55
