class,age,male,female
0,0 to 1,610.66,535.46
1,1 to 5,2339.85,2048.14
10,10 to 15,3085.3,2722.83
15,15 to 20,3266.93,3028.82
20,20 to 25,3286.58,3213.45
25,25 to 30,3183.94,3164.97
30,30 to 35,3403.28,3312.98
35,35 to 40,3065.15,3011.11
40,40 to 45,2527.02,2761.08
45,45 to 50,2335.43,2509.06
5,5 to 10,2797.89,2474.9
50,50 to 55,2142.49,2438.89
55,55 to 60,1995.46,1993.07
60,60 to 65,1472.36,1513.68
65,65 to 70,1069.22,1131.5
70,70 to 75,711.38,905.18
75,75 to 80,581.81,719.47
80,80 and over,582.6,875.81
