class,age,male,female
0,0 to 1,165.07,148.27
1,1 to 5,632.51,567.14
10,10 to 15,803.08,715.42
15,15 to 20,862.53,779.69
20,20 to 25,900.46,790.68
25,25 to 30,823.95,717.47
30,30 to 35,781.92,673.31
35,35 to 40,704.68,612.82
40,40 to 45,597.32,562.78
45,45 to 50,512.07,491.72
5,5 to 10,757.31,661.91
50,50 to 55,477.76,463.72
55,55 to 60,410.71,357.73
60,60 to 65,300.81,276.33
65,65 to 70,211.46,198.57
70,70 to 75,141.28,146.21
75,75 to 80,92.93,93.24
80,80 and over,85.34,88.47
