class,age,male,female
0,0 to 1,578.17,513.01
1,1 to 5,2215.35,1962.26
10,10 to 15,3164.96,2789.67
15,15 to 20,3550.79,3194.12
20,20 to 25,4137.06,3647.16
25,25 to 30,4049.75,3518
30,30 to 35,4021.4,3461.4
35,35 to 40,3600.8,3147.37
40,40 to 45,3170.43,2984
45,45 to 50,2844.85,2626.47
5,5 to 10,2851.94,2538.45
50,50 to 55,2582.53,2443.76
55,55 to 60,2235.02,1841.67
60,60 to 65,1437.33,1346.86
65,65 to 70,1056.72,1034.92
70,70 to 75,702.48,761.28
75,75 to 80,534.96,551.09
80,80 and over,461.81,531.88
