class,age,male,female
0,0 to 1,399.26,338.21
1,1 to 5,1529.82,1293.64
10,10 to 15,2025.5,1637.37
15,15 to 20,2166.48,1925.03
20,20 to 25,2038.2,2118.26
25,25 to 30,1936.33,2142.42
30,30 to 35,2063.65,2193.96
35,35 to 40,1903.7,2013.49
40,40 to 45,1626.89,1850.7
45,45 to 50,1597.38,1745.64
5,5 to 10,1842.35,1521.32
50,50 to 55,1447.73,1670
55,55 to 60,1431.99,1421.84
60,60 to 65,1079.07,1069.98
65,65 to 70,840.33,844.2
70,70 to 75,538.43,659.44
75,75 to 80,408.91,504.86
80,80 and over,380.96,560.64
