class,age,male,female
0,0 to 1,1453.81,1251.24
1,1 to 5,5570.46,4785.99
10,10 to 15,6897.34,5840.65
15,15 to 20,7711.65,6512.1
20,20 to 25,9348.62,7260.28
25,25 to 30,8886.74,7292.88
30,30 to 35,8599.78,7247.42
35,35 to 40,7839.73,6595.33
40,40 to 45,6287.08,5504.67
45,45 to 50,5278.05,4871.73
5,5 to 10,6426.46,5575.67
50,50 to 55,4509.29,4373.79
55,55 to 60,3974.56,3498.19
60,60 to 65,2716.83,2599.6
65,65 to 70,1939.85,1881.66
70,70 to 75,1246.92,1335.94
75,75 to 80,951.24,974.25
80,80 and over,933.08,1105.39
