class,age,male,female
0,0 to 1,146.37,129.74
1,1 to 5,560.82,496.24
10,10 to 15,808.62,712.18
15,15 to 20,910.03,818.34
20,20 to 25,1067.98,941.74
25,25 to 30,1049.67,911.72
30,30 to 35,1044.99,899.45
35,35 to 40,935.36,817.81
40,40 to 45,825.27,776.7
45,45 to 50,742.28,683.91
5,5 to 10,726.17,647.24
50,50 to 55,672.89,635.87
55,55 to 60,582.55,478.6
60,60 to 65,371.93,348.93
65,65 to 70,274.15,269.13
70,70 to 75,182.2,197.96
75,75 to 80,139.83,144.23
80,80 and over,120.33,139.31
