class,age,male,female
0,0 to 1,855.33,724.67
1,1 to 5,3277.33,2771.85
10,10 to 15,4338.95,3508.45
15,15 to 20,4640.51,4123.96
20,20 to 25,4366.27,4537.27
25,25 to 30,4147.89,4588.01
30,30 to 35,4419.84,4697.85
35,35 to 40,4076.67,4311.13
40,40 to 45,3484.06,3962.96
45,45 to 50,3420.47,3737.59
5,5 to 10,3946.95,3259.79
50,50 to 55,3099.94,3575.64
55,55 to 60,3065.92,3043.92
60,60 to 65,2310.02,2290.64
65,65 to 70,1798.87,1807.22
70,70 to 75,1152.56,1411.56
75,75 to 80,875.21,1080.53
80,80 and over,815.38,1199.87
