class,age,male,female
0,0 to 1,298.19,264.14
1,1 to 5,1142.55,1010.32
10,10 to 15,1660.22,1476.02
15,15 to 20,1744.8,1588.72
20,20 to 25,1846.77,1667.73
25,25 to 30,1750.98,1553.08
30,30 to 35,1708.41,1500.36
35,35 to 40,1530.59,1373.66
40,40 to 45,1335.35,1278.51
45,45 to 50,1194.93,1126.4
5,5 to 10,1505.93,1341.01
50,50 to 55,1088.62,1049.22
55,55 to 60,942.22,809.58
60,60 to 65,689.21,673.06
65,65 to 70,487.14,484.12
70,70 to 75,312.96,343.18
75,75 to 80,230.83,238.96
80,80 and over,188.82,223.87
