class,age,male,female
0,0 to 1,505.81,440.21
1,1 to 5,1938.09,1683.78
10,10 to 15,2464.82,2100.25
15,15 to 20,2617.8,2380.17
20,20 to 25,2811.46,2647.77
25,25 to 30,2692.54,2573.67
30,30 to 35,2858.57,2680.64
35,35 to 40,2579.59,2472.75
40,40 to 45,2162.31,2312.21
45,45 to 50,2014.92,2102.67
5,5 to 10,2232.96,1901.53
50,50 to 55,1850.02,2065.31
55,55 to 60,1750.53,1669.92
60,60 to 65,1300.69,1325.33
65,65 to 70,927.75,1011.38
70,70 to 75,645.46,841.21
75,75 to 80,502.55,657.16
80,80 and over,621.77,921.31
