class,age,male,female
0,0 to 1,1504.6,1263.06
1,1 to 5,5765.06,4831.2
10,10 to 15,7704.07,6151.19
15,15 to 20,8352.84,7298.93
20,20 to 25,7881.47,7987.11
25,25 to 30,7454.8,8013.47
30,30 to 35,7791.06,8116.12
35,35 to 40,7166.99,7471.78
40,40 to 45,6164.37,6890.98
45,45 to 50,6003.24,6454.36
5,5 to 10,6996.82,5711.02
50,50 to 55,5407.63,6112.09
55,55 to 60,5273.53,5193.54
60,60 to 65,4020.3,4021.18
65,65 to 70,3183.33,3158.57
70,70 to 75,2026.88,2416.89
75,75 to 80,1503.32,1826.99
80,80 and over,1432.46,2059.29
