class,age,male,female
0,0 to 1,245.94,227.04
1,1 to 5,942.35,868.45
10,10 to 15,1287.61,1177.96
15,15 to 20,1457.52,1341.7
20,20 to 25,1613.23,1443.62
25,25 to 30,1546.96,1327.78
30,30 to 35,1494.39,1302.6
35,35 to 40,1322.64,1174.57
40,40 to 45,1113.37,1072.87
45,45 to 50,996.84,954.1
5,5 to 10,1147.7,1056.56
50,50 to 55,872.01,875.77
55,55 to 60,810.49,686.07
60,60 to 65,537.38,514.41
65,65 to 70,391.78,376.54
70,70 to 75,252.36,279.96
75,75 to 80,185.04,203.08
80,80 and over,168.73,219.57
