class,age,male,female
0,0 to 1,187.41,163.05
1,1 to 5,718.07,623.67
10,10 to 15,911.96,775.99
15,15 to 20,968.68,880.07
20,20 to 25,1042.92,980.81
25,25 to 30,998.38,952.89
30,30 to 35,1059.67,992.3
35,35 to 40,956.32,915.86
40,40 to 45,802.11,857.02
45,45 to 50,747.65,779.37
5,5 to 10,826.15,702.47
50,50 to 55,686.48,765.81
55,55 to 60,649.92,618.96
60,60 to 65,483.03,492.02
65,65 to 70,344.31,375.74
70,70 to 75,239.92,312.93
75,75 to 80,186.48,244.32
80,80 and over,232.29,344.05
