class,age,male,female
0,0 to 1,292.73,262.83
1,1 to 5,1121.64,1005.32
10,10 to 15,1424.91,1268.36
15,15 to 20,1531.34,1382.97
20,20 to 25,1597.62,1402.7
25,25 to 30,1461.53,1273.14
30,30 to 35,1386.53,1194.17
35,35 to 40,1249.09,1086.81
40,40 to 45,1058.49,997.44
45,45 to 50,907.9,871.64
5,5 to 10,1343.61,1173.71
50,50 to 55,846.49,821.54
55,55 to 60,727.66,634.6
60,60 to 65,534.15,490.58
65,65 to 70,375.81,352.32
70,70 to 75,250.67,259.06
75,75 to 80,164.77,165.37
80,80 and over,151.25,157.16
