class,age,male,female
0,0 to 1,590.35,508.24
1,1 to 5,2262.01,1944
10,10 to 15,3073.35,2487.1
15,15 to 20,3309.32,2916.4
20,20 to 25,2818.33,3205.67
25,25 to 30,2478.54,3248.63
30,30 to 35,2765.37,3456.39
35,35 to 40,2697.13,3243.01
40,40 to 45,2416.22,2927.08
45,45 to 50,2265.52,2753.51
5,5 to 10,2809.05,2316.67
50,50 to 55,2157.3,2704
55,55 to 60,2141.94,2379.61
60,60 to 65,1729.88,1848.03
65,65 to 70,1389.72,1477.67
70,70 to 75,900.42,1269.2
75,75 to 80,697.89,950.53
80,80 and over,746.64,1328.67
