class,age,male,female
0,0 to 1,322.02,282.71
1,1 to 5,1233.88,1081.36
10,10 to 15,1636.13,1451.38
15,15 to 20,1731.38,1610.2
20,20 to 25,1723.34,1696.19
25,25 to 30,1672.65,1673.79
30,30 to 35,1790.41,1753.64
35,35 to 40,1611.97,1590.31
40,40 to 45,1325.64,1454.31
45,45 to 50,1223.92,1321.52
5,5 to 10,1483.81,1319.75
50,50 to 55,1122.9,1282.74
55,55 to 60,1043.33,1050.05
60,60 to 65,769.11,791.98
65,65 to 70,560.18,590.06
70,70 to 75,370,469.04
75,75 to 80,305.11,373.98
80,80 and over,294.03,443.51
