class,age,male,female
0,0 to 1,426.08,376.85
1,1 to 5,1632.58,1441.44
10,10 to 15,2310.71,2038.27
15,15 to 20,2567.25,2324.7
20,20 to 25,2919.53,2627.83
25,25 to 30,2863.09,2553.63
30,30 to 35,2888.2,2550.23
35,35 to 40,2588.03,2317.49
40,40 to 45,2254.22,2184.04
45,45 to 50,2037.08,1935.5
5,5 to 10,2079.49,1852.63
50,50 to 55,1850.69,1815.9
55,55 to 60,1623.75,1392.34
60,60 to 65,1067.83,1023.1
65,65 to 70,785.08,782.82
70,70 to 75,521.06,586.4
75,75 to 80,406.28,436.99
80,80 and over,359.15,446.98
