class,age,male,female
0,0 to 1,210.66,183
1,1 to 5,807.18,699.97
10,10 to 15,1021.82,868.73
15,15 to 20,1092.52,983.36
20,20 to 25,1196.02,1096.49
25,25 to 30,1144.03,1070.1
30,30 to 35,1199.29,1108.34
35,35 to 40,1083.8,1021.27
40,40 to 45,903.59,943.24
45,45 to 50,831.63,855.4
5,5 to 10,928.8,791.72
50,50 to 55,757.23,832.91
55,55 to 60,711.67,672.61
60,60 to 65,524.51,531.33
65,65 to 70,373.96,403.9
70,70 to 75,258.66,332.18
75,75 to 80,200.82,258.2
80,80 and over,245.64,358.89
