class,age,male,female
0,0 to 1,192.32,178.05
1,1 to 5,736.9,681.04
10,10 to 15,943.72,874.45
15,15 to 20,956.72,924.75
20,20 to 25,969.52,942.81
25,25 to 30,904.06,834.58
30,30 to 35,868.66,789.97
35,35 to 40,730.59,691.54
40,40 to 45,642.57,680.91
45,45 to 50,584.44,595.16
5,5 to 10,898.37,813.47
50,50 to 55,518.76,568.87
55,55 to 60,475.08,439.2
60,60 to 65,324.38,328.92
65,65 to 70,243.66,252.47
70,70 to 75,149.96,181.05
75,75 to 80,104.47,121.89
80,80 and over,95.39,129.39
