class,age,male,female
0,0 to 1,111.47,103.34
1,1 to 5,426.99,395.04
10,10 to 15,540.45,545.14
15,15 to 20,578.44,523.95
20,20 to 25,989.22,618.12
25,25 to 30,1105.32,663.75
30,30 to 35,1001.54,659.58
35,35 to 40,903.98,602.59
40,40 to 45,792.43,552.7
45,45 to 50,642.39,524.68
5,5 to 10,535.42,497.37
50,50 to 55,495.18,455.17
55,55 to 60,412.75,353.81
60,60 to 65,273.29,294.26
65,65 to 70,199.34,226.24
70,70 to 75,135.05,183.42
75,75 to 80,120.05,167.54
80,80 and over,114.86,185.74
