class,age,male,female
0,0 to 1,812.09,687.97
1,1 to 5,3111.61,2631.48
10,10 to 15,4119.68,3330.73
15,15 to 20,4406.2,3915.45
20,20 to 25,4145.56,4308.15
25,25 to 30,3938.3,4356.78
30,30 to 35,4196.86,4461.33
35,35 to 40,3871.27,4094.21
40,40 to 45,3308.44,3763.39
45,45 to 50,3248.24,3549.54
5,5 to 10,3747.33,3094.66
50,50 to 55,2943.89,3395.74
55,55 to 60,2911.72,2890.94
60,60 to 65,2193.97,2175.53
65,65 to 70,1708.53,1716.43
70,70 to 75,1094.7,1340.71
75,75 to 80,831.31,1026.37
80,80 and over,774.49,1139.74
