class,age,male,female
0,0 to 1,1124.26,1044.39
1,1 to 5,4307.77,3994.77
10,10 to 15,5835.11,5371.47
15,15 to 20,6611.53,6109.44
20,20 to 25,7244.95,6499.79
25,25 to 30,6916.68,5923.59
30,30 to 35,6644.31,5805.2
35,35 to 40,5868.07,5226.43
40,40 to 45,4894.06,4738.17
45,45 to 50,4377.71,4221.87
5,5 to 10,5194.6,4807.71
50,50 to 55,3801.15,3865.59
55,55 to 60,3584.58,3051.85
60,60 to 65,2393.89,2300.17
65,65 to 70,1741.63,1667.17
70,70 to 75,1115.09,1242.19
75,75 to 80,810.24,900.35
80,80 and over,747.43,993.45
