class,age,male,female
0,0 to 1,618.79,525.86
1,1 to 5,2370.99,2011.43
10,10 to 15,3200.93,2563.7
15,15 to 20,3442.77,2989.88
20,20 to 25,3236.22,3100.78
25,25 to 30,2957.52,3110.5
30,30 to 35,3076.87,3134.59
35,35 to 40,2935,2955.07
40,40 to 45,2614.37,2669.6
45,45 to 50,2324.95,2412.4
5,5 to 10,2917.22,2407.68
50,50 to 55,2102.74,2250.49
55,55 to 60,1977.19,1915.24
60,60 to 65,1536.64,1532.56
65,65 to 70,1177.7,1216
70,70 to 75,775.31,989.04
75,75 to 80,619.86,744.71
80,80 and over,604.53,948.49
