class,age,male,female
0,0 to 1,172.14,159.55
1,1 to 5,659.57,610.27
10,10 to 15,834.59,841.69
15,15 to 20,893.71,809.38
20,20 to 25,1528.86,955.13
25,25 to 30,1707.7,1025.06
30,30 to 35,1547.39,1018.74
35,35 to 40,1397,931.06
40,40 to 45,1224.75,854.1
45,45 to 50,992.56,810.58
5,5 to 10,826.8,768.13
50,50 to 55,765.09,703.16
55,55 to 60,638.03,546.7
60,60 to 65,422.27,454.58
65,65 to 70,307.96,349.37
70,70 to 75,208.6,283.37
75,75 to 80,185.57,258.93
80,80 and over,177.56,287.05
