class,age,male,female
0,0 to 1,465.96,394.7
1,1 to 5,1785.37,1509.75
10,10 to 15,2363.86,1910.89
15,15 to 20,2528.39,2246.6
20,20 to 25,2378.67,2472.11
25,25 to 30,2259.79,2500.3
30,30 to 35,2408.38,2560.46
35,35 to 40,2221.71,2349.84
40,40 to 45,1898.66,2159.86
45,45 to 50,1864.22,2037.24
5,5 to 10,2150.11,1775.45
50,50 to 55,1689.57,1948.97
55,55 to 60,1671.2,1659.35
60,60 to 65,1259.32,1248.72
65,65 to 70,980.7,985.22
70,70 to 75,628.38,769.6
75,75 to 80,477.22,589.2
80,80 and over,444.6,654.3
