class,age,male,female
0,0 to 1,165.35,145.16
1,1 to 5,633.56,555.24
10,10 to 15,840.1,745.24
15,15 to 20,889.01,826.79
20,20 to 25,884.88,870.94
25,25 to 30,858.85,859.44
30,30 to 35,919.32,900.44
35,35 to 40,827.69,816.57
40,40 to 45,680.68,746.74
45,45 to 50,628.44,678.56
5,5 to 10,761.89,677.65
50,50 to 55,576.58,658.65
55,55 to 60,535.72,539.17
60,60 to 65,394.91,406.66
65,65 to 70,287.64,302.97
70,70 to 75,189.98,240.84
75,75 to 80,156.66,192.03
80,80 and over,150.97,227.73
