class,age,male,female
0,0 to 1,384.66,331.09
1,1 to 5,1473.86,1266.41
10,10 to 15,2004.88,1621.02
15,15 to 20,2159.31,1901.94
20,20 to 25,1830.82,2090.09
25,25 to 30,1607.07,2119.63
30,30 to 35,1795.07,2255.99
35,35 to 40,1753.65,2117.28
40,40 to 45,1573.04,1909.89
45,45 to 50,1475.09,1797.64
5,5 to 10,1832.74,1510.7
50,50 to 55,1405.57,1765.29
55,55 to 60,1396.75,1555.57
60,60 to 65,1129.6,1207.65
65,65 to 70,909.1,966.28
70,70 to 75,588.4,830.32
75,75 to 80,456.03,621.48
80,80 and over,486.66,868.62
