class,age,male,female
0,0 to 1,686.65,597.34
1,1 to 5,2630.99,2284.81
10,10 to 15,3340.5,2842.24
15,15 to 20,3550.21,3222.94
20,20 to 25,3827.64,3592.02
25,25 to 30,3663.94,3491.07
30,30 to 35,3884.8,3633.82
35,35 to 40,3506.31,3353.45
40,40 to 45,2939.41,3134.61
45,45 to 50,2736.96,2849.97
5,5 to 10,3027,2574.37
50,50 to 55,2511.31,2798.32
55,55 to 60,2376.15,2261.56
60,60 to 65,1764.77,1796.83
65,65 to 70,1257.99,1371.68
70,70 to 75,876.06,1141.24
75,75 to 80,680.86,890.71
80,80 and over,846.9,1253.02
