revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.660363239343558,19202
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.6277091955794294,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.5674009085748765,5464
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.6973329306331798,17803
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.7344676870589842,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.7142331336428959,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.6557546062521172,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,0.7240840475357587,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.326330855520148,3800
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.4775572155965478,3954
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.5171227206273549,3583
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.34008900018120203,6381
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.5061620500995827,5272
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.5175811235852257,3501
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.30826233624591176,8714
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.5203987783327303,9673
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.4928473133000643,8554
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.527031219325564,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.5528260263372122,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,0.3683661966623233,4173
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.26834277077656676,9175
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,0.43838144893259046,5665
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,0.49895332638740947,4694
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,0.6036860996954272,2996
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.5687170559224474,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,0.20111804419696802,3931
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,0.35337184222913165,4166
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,0.5668373621784537,6978
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,0.5706213249241274,3295
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,0.6112181432949525,10411
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,0.6219361186299251,6142
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,0.5119841530539773,5500
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,0.4884782189922208,4451
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,0.5808878422212129,6674
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,0.5423247280102083,6098
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,0.5446999223638632,6712
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.5168410717310298,22140
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,0.6343786247360671,17997
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,0.29447821624815035,9799
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,0.47828098685441617,12024
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,0.5362834941554473,6852
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,0.5371094415052098,7342
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,0.6092527658347315,5960
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,0.5846633095974823,9453
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.5148745351460527,11109
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.46310165041751467,8353
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.47918511606701286,5055
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.5840334892272949,160
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.7065534853094962,2809
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,0.5862743466523149,7171
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,0.5191069623926959,13513
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,0.4206309228840746,15469
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,0.5954159007352942,5865
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,0.5120342397477042,15463
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,0.6635388193666745,16966
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,0.6751505067253456,16133
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,0.7466105461120606,20480
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,0.26827365667339637,13064
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,0.35663845302822356,7104
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,0.316666152225538,11896
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,0.6398997877486788,6434
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,0.5347399057939877,7127
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,0.6447103002632881,7074
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,0.6750664933245917,8389
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,0.5349150474246412,8642
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,0.5351151231192751,6987
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,0.6372772658456142,5666
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,0.6539945086620756,6952
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,0.6274482239666996,8093
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,0.5977607242998407,7534
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,0.7114918223462176,7852
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,0.5007089335929825,15269
