revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.6389663389555775,19202
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.6025013965634907,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.4816287307404145,5464
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.6265169274490254,17803
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.6866545096184904,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.689392222241052,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.6675661495384485,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,0.6349938404764373,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.37760108359642197,3801
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.5204929973925411,3955
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.5640551866864706,3582
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.41867753796111373,6384
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.47253464277669766,5272
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.4433500927524211,2788
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.29896001595871,7632
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.21074487528669725,436
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,,0
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,,0
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,,0
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,,0
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,,0
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,,0
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,,0
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,,0
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,,0
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,,0
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,,0
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,,0
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,0.533397742680141,1792
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,0.5178334759245917,10410
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,0.4644592543527149,6142
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,0.4876359799793144,5499
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,0.4732548217126193,2829
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,0.5194599904948307,6674
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,0.4882624468359856,5687
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,0.4400189435377253,6713
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.37814882944039974,4009
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,0.47149461972306894,17387
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,0.2908536116476693,9804
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,0.34650577410343036,12025
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,0.4302188586019593,6852
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,0.4333098735617616,5671
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,0.45188986536968184,996
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,,0
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.4574862043053194,4117
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.5342138810591264,220
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.44442021926777475,596
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,,0
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,,0
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,,0
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,,0
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,0.1007949109396208,2947
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,,0
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,0.47264561048226755,15466
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,0.607827821561708,16967
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,0.620806933171868,15509
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,0.675727889316495,20479
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,,0
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,,0
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,0.5275890643780048,299
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,0.5696675463521831,3676
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,0.09116761402417255,93
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,0.5431693192851337,1038
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,0.6123909988116382,7179
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,0.27167062875418185,4110
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,0.3172047568910142,6986
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,0.453507584646907,5666
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,0.47892225680334793,6952
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,0.4455630360052669,8093
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,0.427325875302794,7534
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,0.5120674246012162,7852
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,0.47272687222754206,15273
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,0.26211259733516323,8516
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,0.378877839075142,5809
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,0.44704913543256186,11796
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,0.35125945099096045,5711
Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,0.4628804430040961,16113
Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,0.6252518188393464,44070
Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,0.4179302509014423,28080
Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,0.6426751273018974,2464
Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,0.5453506442338313,17271
Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,0.5724639862332755,10090
Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,0.6749680021281722,31130
Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,0.45782848698628187,13176
Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,0.5402063970569653,14838
Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,0.5896795721317682,7923
Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,0.6680112332586129,17677
Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,0.6350808598137402,13355
Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,0.42691204112063175,3162
Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,0.4571036637253875,2387
Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,0.5035244839862713,4944
Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,0.6458528832283945,11872
"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,0.5882597005336718,10142
Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,0.4905807919431654,2769
Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,0.557299821826189,2849
Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,0.609452486337103,4786
Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,0.6595387386967577,13077
"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,,0
Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,0.05785088206446448,43
Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,,0
